Contest,Ballot Item ID,Precinct,Candidate/Choice,Party,Total Votes,Election Day,AV Counting Boards,Early Voting
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Edenville Township, Precinct 1",Write-in,Democrat,0,0,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Geneva Township, Precinct 1",Jocelyn Benson,Democrat,79,79,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Geneva Township, Precinct 1",Christopher Robert Swanson,Democrat,41,41,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Geneva Township, Precinct 1",Write-in,Democrat,1,1,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Greendale Township, Precinct 1",Jocelyn Benson,Democrat,79,78,0,1
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Greendale Township, Precinct 1",Christopher Robert Swanson,Democrat,49,49,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Greendale Township, Precinct 1",Write-in,Democrat,1,1,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Homer Township, Precinct 1",Jocelyn Benson,Democrat,139,135,0,4
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Homer Township, Precinct 1",Christopher Robert Swanson,Democrat,53,53,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Homer Township, Precinct 1",Write-in,Democrat,0,0,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Homer Township, Precinct 2",Jocelyn Benson,Democrat,71,68,0,3
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Homer Township, Precinct 2",Christopher Robert Swanson,Democrat,62,62,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Homer Township, Precinct 2",Write-in,Democrat,0,0,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Homer Township, Precinct 3",Jocelyn Benson,Democrat,143,136,0,7
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Homer Township, Precinct 3",Christopher Robert Swanson,Democrat,87,83,0,4
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Homer Township, Precinct 3",Write-in,Democrat,1,0,0,1
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Hope Township, Precinct 1",Jocelyn Benson,Democrat,83,83,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Hope Township, Precinct 1",Christopher Robert Swanson,Democrat,56,56,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Hope Township, Precinct 1",Write-in,Democrat,0,0,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Ingersoll Township, Precinct 1",Jocelyn Benson,Democrat,105,105,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Ingersoll Township, Precinct 1",Christopher Robert Swanson,Democrat,75,72,0,3
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Ingersoll Township, Precinct 1",Write-in,Democrat,0,0,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Ingersoll Township, Precinct 2",Jocelyn Benson,Democrat,57,56,0,1
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Ingersoll Township, Precinct 2",Christopher Robert Swanson,Democrat,63,61,0,2
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Ingersoll Township, Precinct 2",Write-in,Democrat,0,0,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Jasper Township, Precinct 1",Jocelyn Benson,Democrat,41,41,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Jasper Township, Precinct 1",Christopher Robert Swanson,Democrat,48,48,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Jasper Township, Precinct 1",Write-in,Democrat,0,0,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Jerome Township, Precinct 1",Jocelyn Benson,Democrat,199,42,152,5
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Jerome Township, Precinct 1",Christopher Robert Swanson,Democrat,108,27,78,3
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Jerome Township, Precinct 1",Write-in,Democrat,1,1,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Jerome Township, Precinct 2",Jocelyn Benson,Democrat,143,28,107,8
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Jerome Township, Precinct 2",Christopher Robert Swanson,Democrat,99,32,65,2
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Jerome Township, Precinct 2",Write-in,Democrat,0,0,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Larkin Township, Precinct 1",Jocelyn Benson,Democrat,196,64,124,8
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Larkin Township, Precinct 1",Christopher Robert Swanson,Democrat,80,31,47,2
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Larkin Township, Precinct 1",Write-in,Democrat,1,1,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Larkin Township, Precinct 2",Jocelyn Benson,Democrat,280,99,170,11
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Larkin Township, Precinct 2",Christopher Robert Swanson,Democrat,117,49,59,9
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Larkin Township, Precinct 2",Write-in,Democrat,0,0,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Lee Township, Precinct 1",Jocelyn Benson,Democrat,96,89,0,7
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Lee Township, Precinct 1",Christopher Robert Swanson,Democrat,84,83,0,1
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Lee Township, Precinct 1",Write-in,Democrat,1,1,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Lee Township, Precinct 2",Jocelyn Benson,Democrat,103,101,0,2
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Lee Township, Precinct 2",Christopher Robert Swanson,Democrat,62,61,0,1
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Lee Township, Precinct 2",Write-in,Democrat,0,0,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Lincoln Township, Precinct 1",Jocelyn Benson,Democrat,191,178,0,13
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Lincoln Township, Precinct 1",Christopher Robert Swanson,Democrat,145,141,0,4
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Lincoln Township, Precinct 1",Write-in,Democrat,2,2,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Midland Township, Precinct 1",Jocelyn Benson,Democrat,144,139,0,5
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Midland Township, Precinct 1",Christopher Robert Swanson,Democrat,112,111,0,1
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Midland Township, Precinct 1",Write-in,Democrat,0,0,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Mills Township, Precinct 1",Jocelyn Benson,Democrat,110,103,0,7
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Mills Township, Precinct 1",Christopher Robert Swanson,Democrat,94,90,0,4
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Mills Township, Precinct 1",Write-in,Democrat,0,0,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Jocelyn Benson,Democrat,115,102,0,13
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Christopher Robert Swanson,Democrat,95,90,0,5
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Write-in,Democrat,0,0,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Porter Township, Precinct 1",Jocelyn Benson,Democrat,62,60,0,2
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Porter Township, Precinct 1",Christopher Robert Swanson,Democrat,54,54,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Porter Township, Precinct 1",Write-in,Democrat,0,0,0,0
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Warren Township, Precinct 1",Jocelyn Benson,Democrat,83,81,0,2
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Warren Township, Precinct 1",Christopher Robert Swanson,Democrat,79,76,0,3
Governor (DEM),01000000-5ca2-fec1-8ff5-08dedc55e1d8,"Warren Township, Precinct 1",Write-in,Democrat,0,0,0,0
"Delegate to County Convention for Midland Township, Precinct 1 (DEM)",01000000-5ca2-fec1-be15-08dedc55e1d8,"Midland Township, Precinct 1",Write-in,Democrat,25,25,0,0
"Delegate to County Convention for Homer Township, Precinct 1 (REP)",01000000-5ca2-fec1-d6e0-08dedc55e1d8,"Homer Township, Precinct 1",Gregory E. Crawford,Republican,86,86,0,0
"Delegate to County Convention for Homer Township, Precinct 1 (REP)",01000000-5ca2-fec1-d6e0-08dedc55e1d8,"Homer Township, Precinct 1",Jake Howard,Republican,77,77,0,0
"Delegate to County Convention for Homer Township, Precinct 1 (REP)",01000000-5ca2-fec1-d6e0-08dedc55e1d8,"Homer Township, Precinct 1",Write-in,Republican,0,0,0,0
"Delegate to County Convention for Geneva Township, Precinct 1 (REP)",01000000-5ca2-fec1-d60e-08dedc55e1d8,"Geneva Township, Precinct 1",Carolyn Whitmore,Republican,121,119,0,2
"Delegate to County Convention for Geneva Township, Precinct 1 (REP)",01000000-5ca2-fec1-d60e-08dedc55e1d8,"Geneva Township, Precinct 1",Write-in,Republican,1,1,0,0
Township Trustee Partial Term Ending 11/20/2028 for Midland Township (REP),01000000-5ca2-fec1-c866-08dedc55e1d8,"Midland Township, Precinct 1",Gabrielle Kline,Republican,234,228,0,6
Township Trustee Partial Term Ending 11/20/2028 for Midland Township (REP),01000000-5ca2-fec1-c866-08dedc55e1d8,"Midland Township, Precinct 1",Write-in,Republican,1,1,0,0
"Delegate to County Convention for Lincoln Township, Precinct 1 (REP)",01000000-5ca2-fec1-e10f-08dedc55e1d8,"Lincoln Township, Precinct 1",Write-in,Republican,14,14,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Amir Hassan,Republican,94,56,32,6
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Al Lemmo,Republican,46,20,21,5
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Thomas J. Smith,Republican,141,60,74,7
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Write-in,Republican,0,0,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Amir Hassan,Republican,81,40,39,2
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Al Lemmo,Republican,43,21,21,1
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Thomas J. Smith,Republican,117,69,48,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Write-in,Republican,1,1,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",Amir Hassan,Republican,108,51,51,6
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",Al Lemmo,Republican,52,19,27,6
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",Thomas J. Smith,Republican,135,53,77,5
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",Write-in,Republican,0,0,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Amir Hassan,Republican,155,69,71,15
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Al Lemmo,Republican,76,36,40,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Thomas J. Smith,Republican,115,55,57,3
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Write-in,Republican,0,0,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Amir Hassan,Republican,161,81,76,4
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Al Lemmo,Republican,82,40,39,3
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Thomas J. Smith,Republican,135,70,62,3
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Write-in,Republican,0,0,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Amir Hassan,Republican,220,101,98,21
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Al Lemmo,Republican,70,25,40,5
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Thomas J. Smith,Republican,152,75,73,4
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Write-in,Republican,0,0,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Amir Hassan,Republican,197,76,114,7
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Al Lemmo,Republican,90,43,46,1
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Thomas J. Smith,Republican,129,54,74,1
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Write-in,Republican,2,2,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Amir Hassan,Republican,194,84,97,13
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Al Lemmo,Republican,72,37,31,4
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Thomas J. Smith,Republican,127,64,61,2
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Write-in,Republican,0,0,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Amir Hassan,Republican,114,73,40,1
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Al Lemmo,Republican,55,35,20,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Thomas J. Smith,Republican,166,81,81,4
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Write-in,Republican,1,1,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 5, Precinct 10",Amir Hassan,Republican,183,103,71,9
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 5, Precinct 10",Al Lemmo,Republican,71,29,37,5
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 5, Precinct 10",Thomas J. Smith,Republican,151,64,81,6
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"City of Midland, Ward 5, Precinct 10",Write-in,Republican,0,0,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Homer Township, Precinct 1",Amir Hassan,Republican,46,46,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Homer Township, Precinct 1",Al Lemmo,Republican,26,26,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Homer Township, Precinct 1",Thomas J. Smith,Republican,47,47,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Homer Township, Precinct 1",Write-in,Republican,1,1,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Homer Township, Precinct 2",Amir Hassan,Republican,60,60,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Homer Township, Precinct 2",Al Lemmo,Republican,31,31,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Homer Township, Precinct 2",Thomas J. Smith,Republican,68,67,0,1
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Homer Township, Precinct 2",Write-in,Republican,0,0,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Homer Township, Precinct 3",Amir Hassan,Republican,72,71,0,1
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Homer Township, Precinct 3",Al Lemmo,Republican,27,25,0,2
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Homer Township, Precinct 3",Thomas J. Smith,Republican,75,74,0,1
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Homer Township, Precinct 3",Write-in,Republican,1,1,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Hope Township, Precinct 1",Amir Hassan,Republican,86,84,0,2
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Hope Township, Precinct 1",Al Lemmo,Republican,38,34,0,4
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Hope Township, Precinct 1",Thomas J. Smith,Republican,97,95,0,2
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Hope Township, Precinct 1",Write-in,Republican,1,1,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Ingersoll Township, Precinct 1",Amir Hassan,Republican,76,73,0,3
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Ingersoll Township, Precinct 1",Al Lemmo,Republican,20,20,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Ingersoll Township, Precinct 1",Thomas J. Smith,Republican,91,89,0,2
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Ingersoll Township, Precinct 1",Write-in,Republican,2,2,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Ingersoll Township, Precinct 2",Amir Hassan,Republican,47,46,0,1
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Ingersoll Township, Precinct 2",Al Lemmo,Republican,23,23,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Ingersoll Township, Precinct 2",Thomas J. Smith,Republican,67,67,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Ingersoll Township, Precinct 2",Write-in,Republican,0,0,0,0
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Jerome Township, Precinct 1",Amir Hassan,Republican,74,33,39,2
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Jerome Township, Precinct 1",Al Lemmo,Republican,61,23,35,3
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Jerome Township, Precinct 1",Thomas J. Smith,Republican,131,60,68,3
Representative in Congress 8th District (REP),01000000-5ca2-fec1-c17e-08dedc55e1d8,"Jerome Township, Precinct 1",Write-in,Republican,0,0,0,0
