Contest,Candidate,Party,Precinct,Votes
Rep in State Legislature 99th District (REP),Alan Hover,Rep,Alabaster Township Precinct 1,7
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,Alabaster Township Precinct 1,2
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,Alabaster Township Precinct 1,14
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,Alabaster Township Precinct 1,0
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,AuSable Township Precinct 1,184
Rep in State Legislature 99th District (REP),Alan Hover,Rep,AuSable Township Precinct 1,13
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,AuSable Township Precinct 1,11
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,AuSable Township Precinct 1,42
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,AuSable Township Precinct 1,0
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,Baldwin Township Precinct 1,224
Rep in State Legislature 99th District (REP),Alan Hover,Rep,Baldwin Township Precinct 1,11
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,Baldwin Township Precinct 1,11
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,Baldwin Township Precinct 1,44
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,Baldwin Township Precinct 1,2
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,Burleigh Township Precinct 1,65
Rep in State Legislature 99th District (REP),Alan Hover,Rep,Burleigh Township Precinct 1,5
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,Burleigh Township Precinct 1,1
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,Burleigh Township Precinct 1,16
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,Burleigh Township Precinct 1,3
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,City of East Tawas Precinct 1,364
Rep in State Legislature 99th District (REP),Alan Hover,Rep,City of East Tawas Precinct 1,18
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,City of East Tawas Precinct 1,17
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,City of East Tawas Precinct 1,108
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,City of East Tawas Precinct 1,1
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,City of Tawas City Precinct 1,180
Rep in State Legislature 99th District (REP),Alan Hover,Rep,City of Tawas City Precinct 1,9
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,City of Tawas City Precinct 1,11
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,City of Tawas City Precinct 1,35
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,City of Tawas City Precinct 1,2
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,City of Whittemore Precinct 1,28
Rep in State Legislature 99th District (REP),Alan Hover,Rep,City of Whittemore Precinct 1,0
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,City of Whittemore Precinct 1,4
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,City of Whittemore Precinct 1,10
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,City of Whittemore Precinct 1,0
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,Grant Township Precinct 1,247
Rep in State Legislature 99th District (REP),Alan Hover,Rep,Grant Township Precinct 1,13
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,Grant Township Precinct 1,16
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,Grant Township Precinct 1,59
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,Grant Township Precinct 1,0
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,Oscoda Township Precinct 1,201
Rep in State Legislature 99th District (REP),Alan Hover,Rep,Oscoda Township Precinct 1,33
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,Oscoda Township Precinct 1,22
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,Oscoda Township Precinct 1,69
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,Oscoda Township Precinct 1,2
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,Oscoda Township Precinct 2,61
Rep in State Legislature 99th District (REP),Alan Hover,Rep,Oscoda Township Precinct 2,10
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,Oscoda Township Precinct 2,14
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,Oscoda Township Precinct 2,11
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,Oscoda Township Precinct 2,2
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,Oscoda Township Precinct 3,166
Rep in State Legislature 99th District (REP),Alan Hover,Rep,Oscoda Township Precinct 3,11
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,Oscoda Township Precinct 3,10
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,Oscoda Township Precinct 3,64
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,Oscoda Township Precinct 3,0
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,Oscoda Township Precinct 4,162
Rep in State Legislature 99th District (REP),Alan Hover,Rep,Oscoda Township Precinct 4,17
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,Oscoda Township Precinct 4,11
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,Oscoda Township Precinct 4,50
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,Oscoda Township Precinct 4,1
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,Plainfield Township Precinct 1,130
Rep in State Legislature 99th District (REP),Alan Hover,Rep,Plainfield Township Precinct 1,16
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,Plainfield Township Precinct 1,30
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,Plainfield Township Precinct 1,43
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,Plainfield Township Precinct 1,1
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,Plainfield Township Precinct 2,251
Rep in State Legislature 99th District (REP),Alan Hover,Rep,Plainfield Township Precinct 2,17
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,Plainfield Township Precinct 2,58
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,Plainfield Township Precinct 2,92
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,Plainfield Township Precinct 2,2
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,Reno Township Precinct 1,62
Rep in State Legislature 99th District (REP),Alan Hover,Rep,Reno Township Precinct 1,2
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,Reno Township Precinct 1,6
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,Reno Township Precinct 1,13
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,Reno Township Precinct 1,0
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,Sherman Township Precinct 1,55
Rep in State Legislature 99th District (REP),Alan Hover,Rep,Sherman Township Precinct 1,2
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,Sherman Township Precinct 1,1
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,Sherman Township Precinct 1,19
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,Sherman Township Precinct 1,0
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,Tawas Township Precinct 1,257
Rep in State Legislature 99th District (REP),Alan Hover,Rep,Tawas Township Precinct 1,11
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,Tawas Township Precinct 1,15
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,Tawas Township Precinct 1,64
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,Tawas Township Precinct 1,0
Rep in State Legislature 99th District (REP),Mike Hoadley,Rep,Wilber Township Precinct 1,124
Rep in State Legislature 99th District (REP),Alan Hover,Rep,Wilber Township Precinct 1,4
Rep in State Legislature 99th District (REP),Earl Lackie,Rep,Wilber Township Precinct 1,8
Rep in State Legislature 99th District (REP),Shawn Petri,Rep,Wilber Township Precinct 1,28
Rep in State Legislature 99th District (REP),Write-In (WRITE-IN),,Wilber Township Precinct 1,0
County Commissioner 5th District (REP),David L. Chandler,Rep,Tawas Township Precinct 1,148
County Commissioner 5th District (REP),Donald Jay O'Farrell,Rep,Tawas Township Precinct 1,162
County Commissioner 5th District (REP),Write-In (WRITE-IN),,Tawas Township Precinct 1,1
County Commissioner 5th District (REP),David L. Chandler,Rep,Sherman Township Precinct 1,28
County Commissioner 5th District (REP),Donald Jay O'Farrell,Rep,Sherman Township Precinct 1,49
County Commissioner 5th District (REP),Write-In (WRITE-IN),,Sherman Township Precinct 1,0
County Commissioner 5th District (REP),David L. Chandler,Rep,Reno Township Precinct 1,12
County Commissioner 5th District (REP),Donald Jay O'Farrell,Rep,Reno Township Precinct 1,10
County Commissioner 5th District (REP),Write-In (WRITE-IN),,Reno Township Precinct 1,0
County Commissioner 5th District (REP),David L. Chandler,Rep,Grant Township Precinct 1,34
County Commissioner 5th District (REP),Donald Jay O'Farrell,Rep,Grant Township Precinct 1,70
County Commissioner 5th District (REP),Write-In (WRITE-IN),,Grant Township Precinct 1,0
County Commissioner 5th District (REP),David L. Chandler,Rep,City of Whittemore Precinct 1,20
County Commissioner 5th District (REP),Donald Jay O'Farrell,Rep,City of Whittemore Precinct 1,19
County Commissioner 5th District (REP),Write-In (WRITE-IN),,City of Whittemore Precinct 1,0
County Commissioner 5th District (REP),David L. Chandler,Rep,City of Tawas City Precinct 1,49
County Commissioner 5th District (REP),Donald Jay O'Farrell,Rep,City of Tawas City Precinct 1,57
County Commissioner 5th District (REP),Write-In (WRITE-IN),,City of Tawas City Precinct 1,0
County Commissioner 5th District (REP),David L. Chandler,Rep,Burleigh Township Precinct 1,39
County Commissioner 5th District (REP),Donald Jay O'Farrell,Rep,Burleigh Township Precinct 1,49
County Commissioner 5th District (REP),Write-In (WRITE-IN),,Burleigh Township Precinct 1,2
County Commissioner 5th District (REP),David L. Chandler,Rep,Baldwin Township Precinct 1,7
County Commissioner 5th District (REP),Donald Jay O'Farrell,Rep,Baldwin Township Precinct 1,11
County Commissioner 5th District (REP),Write-In (WRITE-IN),,Baldwin Township Precinct 1,0
County Commissioner 5th District (REP),David L. Chandler,Rep,Alabaster Township Precinct 1,52
County Commissioner 5th District (REP),Donald Jay O'Farrell,Rep,Alabaster Township Precinct 1,62
County Commissioner 5th District (REP),Write-In (WRITE-IN),,Alabaster Township Precinct 1,0
Township Trustee for Alabaster Township Partial Term (REP),Write-In (WRITE-IN),,Alabaster Township Precinct 1,17
Precinct Delegate for Alabaster Township  Precinct 1 (REP),Write-In (WRITE-IN),,Alabaster Township Precinct 1,28
Iosco County Animal Control Millage,Yes,,Oscoda Township Precinct 4,324
Iosco County Animal Control Millage,No,,Oscoda Township Precinct 4,112
Iosco County Animal Control Millage,Yes,,City of Tawas City Precinct 1,276
Iosco County Animal Control Millage,No,,City of Tawas City Precinct 1,108
Iosco County Animal Control Millage,Yes,,Plainfield Township Precinct 2,420
Iosco County Animal Control Millage,No,,Plainfield Township Precinct 2,250
Iosco County Animal Control Millage,Yes,,Alabaster Township Precinct 1,116
Iosco County Animal Control Millage,No,,Alabaster Township Precinct 1,53
Iosco County Animal Control Millage,Yes,,City of East Tawas Precinct 1,561
Iosco County Animal Control Millage,No,,City of East Tawas Precinct 1,223
Iosco County Animal Control Millage,Yes,,Plainfield Township Precinct 1,224
Iosco County Animal Control Millage,No,,Plainfield Township Precinct 1,136
Iosco County Animal Control Millage,Yes,,Burleigh Township Precinct 1,79
Iosco County Animal Control Millage,No,,Burleigh Township Precinct 1,55
Iosco County Animal Control Millage,Yes,,Reno Township Precinct 1,61
Iosco County Animal Control Millage,No,,Reno Township Precinct 1,64
Iosco County Animal Control Millage,Yes,,Oscoda Township Precinct 2,103
Iosco County Animal Control Millage,No,,Oscoda Township Precinct 2,74
Iosco County Animal Control Millage,Yes,,Oscoda Township Precinct 1,419
Iosco County Animal Control Millage,No,,Oscoda Township Precinct 1,190
Iosco County Animal Control Millage,Yes,,Sherman Township Precinct 1,49
Iosco County Animal Control Millage,No,,Sherman Township Precinct 1,54
Iosco County Animal Control Millage,Yes,,City of Whittemore Precinct 1,37
Iosco County Animal Control Millage,No,,City of Whittemore Precinct 1,24
Iosco County Animal Control Millage,Yes,,Wilber Township Precinct 1,182
Iosco County Animal Control Millage,No,,Wilber Township Precinct 1,96
Iosco County Animal Control Millage,Yes,,Baldwin Township Precinct 1,346
Iosco County Animal Control Millage,No,,Baldwin Township Precinct 1,153
Iosco County Animal Control Millage,Yes,,Oscoda Township Precinct 3,302
Iosco County Animal Control Millage,No,,Oscoda Township Precinct 3,141
Iosco County Animal Control Millage,Yes,,AuSable Township Precinct 1,342
Iosco County Animal Control Millage,No,,AuSable Township Precinct 1,144
Iosco County Animal Control Millage,Yes,,Tawas Township Precinct 1,266
Iosco County Animal Control Millage,No,,Tawas Township Precinct 1,195
Iosco County Animal Control Millage,Yes,,Grant Township Precinct 1,318
Iosco County Animal Control Millage,No,,Grant Township Precinct 1,190
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,Oscoda Township Precinct 4,347
Iosco County Commission on Aging 2022 Renewal Millage,No,,Oscoda Township Precinct 4,93
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,Sherman Township Precinct 1,66
Iosco County Commission on Aging 2022 Renewal Millage,No,,Sherman Township Precinct 1,34
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,City of Whittemore Precinct 1,44
Iosco County Commission on Aging 2022 Renewal Millage,No,,City of Whittemore Precinct 1,16
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,Reno Township Precinct 1,98
Iosco County Commission on Aging 2022 Renewal Millage,No,,Reno Township Precinct 1,29
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,Oscoda Township Precinct 3,351
Iosco County Commission on Aging 2022 Renewal Millage,No,,Oscoda Township Precinct 3,94
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,City of Tawas City Precinct 1,298
Iosco County Commission on Aging 2022 Renewal Millage,No,,City of Tawas City Precinct 1,83
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,Plainfield Township Precinct 2,526
Iosco County Commission on Aging 2022 Renewal Millage,No,,Plainfield Township Precinct 2,150
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,Tawas Township Precinct 1,332
Iosco County Commission on Aging 2022 Renewal Millage,No,,Tawas Township Precinct 1,134
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,Oscoda Township Precinct 2,118
Iosco County Commission on Aging 2022 Renewal Millage,No,,Oscoda Township Precinct 2,57
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,AuSable Township Precinct 1,376
Iosco County Commission on Aging 2022 Renewal Millage,No,,AuSable Township Precinct 1,112
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,Plainfield Township Precinct 1,280
Iosco County Commission on Aging 2022 Renewal Millage,No,,Plainfield Township Precinct 1,77
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,Alabaster Township Precinct 1,133
Iosco County Commission on Aging 2022 Renewal Millage,No,,Alabaster Township Precinct 1,39
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,City of East Tawas Precinct 1,640
Iosco County Commission on Aging 2022 Renewal Millage,No,,City of East Tawas Precinct 1,151
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,Wilber Township Precinct 1,198
Iosco County Commission on Aging 2022 Renewal Millage,No,,Wilber Township Precinct 1,79
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,Burleigh Township Precinct 1,105
Iosco County Commission on Aging 2022 Renewal Millage,No,,Burleigh Township Precinct 1,32
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,Grant Township Precinct 1,373
Iosco County Commission on Aging 2022 Renewal Millage,No,,Grant Township Precinct 1,133
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,Baldwin Township Precinct 1,392
Iosco County Commission on Aging 2022 Renewal Millage,No,,Baldwin Township Precinct 1,108
Iosco County Commission on Aging 2022 Renewal Millage,Yes,,Oscoda Township Precinct 1,433
Iosco County Commission on Aging 2022 Renewal Millage,No,,Oscoda Township Precinct 1,173
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,Plainfield Township Precinct 2,440
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,Plainfield Township Precinct 2,231
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,Sherman Township Precinct 1,48
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,Sherman Township Precinct 1,54
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,Reno Township Precinct 1,73
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,Reno Township Precinct 1,53
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,Oscoda Township Precinct 3,309
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,Oscoda Township Precinct 3,137
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,Oscoda Township Precinct 1,384
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,Oscoda Township Precinct 1,221
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,Oscoda Township Precinct 2,104
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,Oscoda Township Precinct 2,72
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,City of East Tawas Precinct 1,562
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,City of East Tawas Precinct 1,222
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,AuSable Township Precinct 1,322
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,AuSable Township Precinct 1,168
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,Wilber Township Precinct 1,186
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,Wilber Township Precinct 1,90
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,Oscoda Township Precinct 4,313
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,Oscoda Township Precinct 4,125
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,City of Whittemore Precinct 1,40
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,City of Whittemore Precinct 1,21
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,Alabaster Township Precinct 1,124
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,Alabaster Township Precinct 1,45
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,Baldwin Township Precinct 1,339
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,Baldwin Township Precinct 1,159
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,Plainfield Township Precinct 1,224
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,Plainfield Township Precinct 1,133
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,Burleigh Township Precinct 1,76
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,Burleigh Township Precinct 1,57
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,Tawas Township Precinct 1,281
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,Tawas Township Precinct 1,179
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,City of Tawas City Precinct 1,246
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,City of Tawas City Precinct 1,133
Proposal To Replace Iosco County Emergency Medical Services Millage,Yes,,Grant Township Precinct 1,311
Proposal To Replace Iosco County Emergency Medical Services Millage,No,,Grant Township Precinct 1,197
Iosco County General Operating Tax Levy Proposal,Yes,,Baldwin Township Precinct 1,262
Iosco County General Operating Tax Levy Proposal,No,,Baldwin Township Precinct 1,231
Iosco County General Operating Tax Levy Proposal,Yes,,Tawas Township Precinct 1,209
Iosco County General Operating Tax Levy Proposal,No,,Tawas Township Precinct 1,252
Iosco County General Operating Tax Levy Proposal,Yes,,AuSable Township Precinct 1,230
Iosco County General Operating Tax Levy Proposal,No,,AuSable Township Precinct 1,250
Iosco County General Operating Tax Levy Proposal,Yes,,City of Whittemore Precinct 1,31
Iosco County General Operating Tax Levy Proposal,No,,City of Whittemore Precinct 1,30
Iosco County General Operating Tax Levy Proposal,Yes,,Wilber Township Precinct 1,130
Iosco County General Operating Tax Levy Proposal,No,,Wilber Township Precinct 1,144
Iosco County General Operating Tax Levy Proposal,Yes,,Oscoda Township Precinct 1,254
Iosco County General Operating Tax Levy Proposal,No,,Oscoda Township Precinct 1,352
Iosco County General Operating Tax Levy Proposal,Yes,,Oscoda Township Precinct 4,204
Iosco County General Operating Tax Levy Proposal,No,,Oscoda Township Precinct 4,233
Iosco County General Operating Tax Levy Proposal,Yes,,Burleigh Township Precinct 1,52
Iosco County General Operating Tax Levy Proposal,No,,Burleigh Township Precinct 1,81
Iosco County General Operating Tax Levy Proposal,Yes,,Oscoda Township Precinct 3,224
Iosco County General Operating Tax Levy Proposal,No,,Oscoda Township Precinct 3,218
Iosco County General Operating Tax Levy Proposal,Yes,,City of Tawas City Precinct 1,190
Iosco County General Operating Tax Levy Proposal,No,,City of Tawas City Precinct 1,185
Iosco County General Operating Tax Levy Proposal,Yes,,Alabaster Township Precinct 1,81
Iosco County General Operating Tax Levy Proposal,No,,Alabaster Township Precinct 1,88
Iosco County General Operating Tax Levy Proposal,Yes,,Plainfield Township Precinct 1,127
Iosco County General Operating Tax Levy Proposal,No,,Plainfield Township Precinct 1,220
Iosco County General Operating Tax Levy Proposal,Yes,,Plainfield Township Precinct 2,293
Iosco County General Operating Tax Levy Proposal,No,,Plainfield Township Precinct 2,365
Iosco County General Operating Tax Levy Proposal,Yes,,Sherman Township Precinct 1,31
Iosco County General Operating Tax Levy Proposal,No,,Sherman Township Precinct 1,73
Iosco County General Operating Tax Levy Proposal,Yes,,Grant Township Precinct 1,203
Iosco County General Operating Tax Levy Proposal,No,,Grant Township Precinct 1,297
Iosco County General Operating Tax Levy Proposal,Yes,,Reno Township Precinct 1,54
Iosco County General Operating Tax Levy Proposal,No,,Reno Township Precinct 1,68
Iosco County General Operating Tax Levy Proposal,Yes,,City of East Tawas Precinct 1,444
Iosco County General Operating Tax Levy Proposal,No,,City of East Tawas Precinct 1,333
Iosco County General Operating Tax Levy Proposal,Yes,,Oscoda Township Precinct 2,70
Iosco County General Operating Tax Levy Proposal,No,,Oscoda Township Precinct 2,106
Iosco County County Veterans Services Program Proposal,Yes,,Alabaster Township Precinct 1,124
Iosco County County Veterans Services Program Proposal,No,,Alabaster Township Precinct 1,29
Iosco County County Veterans Services Program Proposal,Yes,,City of East Tawas Precinct 1,607
Iosco County County Veterans Services Program Proposal,No,,City of East Tawas Precinct 1,174
Iosco County County Veterans Services Program Proposal,Yes,,City of Tawas City Precinct 1,279
Iosco County County Veterans Services Program Proposal,No,,City of Tawas City Precinct 1,98
Iosco County County Veterans Services Program Proposal,Yes,,Oscoda Township Precinct 3,333
Iosco County County Veterans Services Program Proposal,No,,Oscoda Township Precinct 3,80
Iosco County County Veterans Services Program Proposal,Yes,,Plainfield Township Precinct 2,452
Iosco County County Veterans Services Program Proposal,No,,Plainfield Township Precinct 2,191
Iosco County County Veterans Services Program Proposal,Yes,,Tawas Township Precinct 1,329
Iosco County County Veterans Services Program Proposal,No,,Tawas Township Precinct 1,127
Iosco County County Veterans Services Program Proposal,Yes,,Oscoda Township Precinct 4,340
Iosco County County Veterans Services Program Proposal,No,,Oscoda Township Precinct 4,83
Iosco County County Veterans Services Program Proposal,Yes,,Wilber Township Precinct 1,211
Iosco County County Veterans Services Program Proposal,No,,Wilber Township Precinct 1,61
Iosco County County Veterans Services Program Proposal,Yes,,Sherman Township Precinct 1,70
Iosco County County Veterans Services Program Proposal,No,,Sherman Township Precinct 1,31
Iosco County County Veterans Services Program Proposal,Yes,,Burleigh Township Precinct 1,92
Iosco County County Veterans Services Program Proposal,No,,Burleigh Township Precinct 1,36
Iosco County County Veterans Services Program Proposal,Yes,,Plainfield Township Precinct 1,256
Iosco County County Veterans Services Program Proposal,No,,Plainfield Township Precinct 1,102
Iosco County County Veterans Services Program Proposal,Yes,,Grant Township Precinct 1,341
Iosco County County Veterans Services Program Proposal,No,,Grant Township Precinct 1,149
Iosco County County Veterans Services Program Proposal,Yes,,Oscoda Township Precinct 2,122
Iosco County County Veterans Services Program Proposal,No,,Oscoda Township Precinct 2,54
Iosco County County Veterans Services Program Proposal,Yes,,Reno Township Precinct 1,93
Iosco County County Veterans Services Program Proposal,No,,Reno Township Precinct 1,31
Iosco County County Veterans Services Program Proposal,Yes,,Oscoda Township Precinct 1,433
Iosco County County Veterans Services Program Proposal,No,,Oscoda Township Precinct 1,150
Iosco County County Veterans Services Program Proposal,Yes,,AuSable Township Precinct 1,390
Iosco County County Veterans Services Program Proposal,No,,AuSable Township Precinct 1,88
Iosco County County Veterans Services Program Proposal,Yes,,Baldwin Township Precinct 1,363
Iosco County County Veterans Services Program Proposal,No,,Baldwin Township Precinct 1,108
Iosco County County Veterans Services Program Proposal,Yes,,City of Whittemore Precinct 1,41
Iosco County County Veterans Services Program Proposal,No,,City of Whittemore Precinct 1,18
Library Millage Renewal,Yes,,Grant Township Precinct 1,271
Library Millage Renewal,No,,Grant Township Precinct 1,214
Library Millage Renewal,Yes,,Sherman Township Precinct 1,43
Library Millage Renewal,No,,Sherman Township Precinct 1,57
Library Millage Renewal,Yes,,Oscoda Township Precinct 1,361
Library Millage Renewal,No,,Oscoda Township Precinct 1,218
Library Millage Renewal,Yes,,Baldwin Township Precinct 1,315
Library Millage Renewal,No,,Baldwin Township Precinct 1,156
Library Millage Renewal,Yes,,City of Tawas City Precinct 1,258
Library Millage Renewal,No,,City of Tawas City Precinct 1,117
Library Millage Renewal,Yes,,Tawas Township Precinct 1,263
Library Millage Renewal,No,,Tawas Township Precinct 1,191
Library Millage Renewal,Yes,,Plainfield Township Precinct 1,195
Library Millage Renewal,No,,Plainfield Township Precinct 1,158
Library Millage Renewal,Yes,,Burleigh Township Precinct 1,97
Library Millage Renewal,No,,Burleigh Township Precinct 1,32
Library Millage Renewal,Yes,,Oscoda Township Precinct 3,306
Library Millage Renewal,No,,Oscoda Township Precinct 3,108
Library Millage Renewal,Yes,,Reno Township Precinct 1,74
Library Millage Renewal,No,,Reno Township Precinct 1,49
Library Millage Renewal,Yes,,City of Whittemore Precinct 1,42
Library Millage Renewal,No,,City of Whittemore Precinct 1,17
Library Millage Renewal,Yes,,AuSable Township Precinct 1,318
Library Millage Renewal,No,,AuSable Township Precinct 1,160
Library Millage Renewal,Yes,,Alabaster Township Precinct 1,117
Library Millage Renewal,No,,Alabaster Township Precinct 1,39
Library Millage Renewal,Yes,,Oscoda Township Precinct 4,305
Library Millage Renewal,No,,Oscoda Township Precinct 4,112
Library Millage Renewal,Yes,,City of East Tawas Precinct 1,570
Library Millage Renewal,No,,City of East Tawas Precinct 1,213
Library Millage Renewal,Yes,,Plainfield Township Precinct 2,417
Library Millage Renewal,No,,Plainfield Township Precinct 2,233
Library Millage Renewal,Yes,,Wilber Township Precinct 1,173
Library Millage Renewal,No,,Wilber Township Precinct 1,101
Library Millage Renewal,Yes,,Oscoda Township Precinct 2,92
Library Millage Renewal,No,,Oscoda Township Precinct 2,83
County Commissioner 2nd District (DEM),Cynthia C. Schwedler,Dem,AuSable Township Precinct 1,199
County Commissioner 2nd District (DEM),Write-In (WRITE-IN),,AuSable Township Precinct 1,0
County Commissioner 2nd District (DEM),Cynthia C. Schwedler,Dem,Oscoda Township Precinct 3,30
County Commissioner 2nd District (DEM),Write-In (WRITE-IN),,Oscoda Township Precinct 3,0
County Commissioner 2nd District (DEM),Cynthia C. Schwedler,Dem,Oscoda Township Precinct 4,161
County Commissioner 2nd District (DEM),Write-In (WRITE-IN),,Oscoda Township Precinct 4,0
Township Trustee for AuSable Township Partial Term (DEM),Write-In (WRITE-IN),,AuSable Township Precinct 1,23
Precinct Delegate for AuSable Township  Precinct 1 (DEM),Write-In (WRITE-IN),,AuSable Township Precinct 1,27
