Contest,Ballot Item ID,Precinct,Candidate/Choice,Party,Total Votes
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Geneva Township Precinct 1,Bill G. Schuette,Republican,156
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Geneva Township Precinct 1,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Greendale Township Precinct 1,Ann Manary,Republican,66
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Greendale Township Precinct 1,Charles A. McGinnis  Jr.,Republican,32
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Greendale Township Precinct 1,Bill G. Schuette,Republican,190
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Greendale Township Precinct 1,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Homer Township Precinct 1,Ann Manary,Republican,85
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Homer Township Precinct 1,Charles A. McGinnis  Jr.,Republican,12
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Homer Township Precinct 1,Bill G. Schuette,Republican,158
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Homer Township Precinct 1,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Homer Township Precinct 2,Ann Manary,Republican,67
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Homer Township Precinct 2,Charles A. McGinnis  Jr.,Republican,12
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Homer Township Precinct 2,Bill G. Schuette,Republican,178
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Homer Township Precinct 2,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Homer Township Precinct 3,Ann Manary,Republican,126
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Homer Township Precinct 3,Charles A. McGinnis  Jr.,Republican,20
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Homer Township Precinct 3,Bill G. Schuette,Republican,199
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Homer Township Precinct 3,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Hope Township Precinct 1,Ann Manary,Republican,73
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Hope Township Precinct 1,Charles A. McGinnis  Jr.,Republican,23
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Hope Township Precinct 1,Bill G. Schuette,Republican,193
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Hope Township Precinct 1,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Ingersoll Township Precinct 1,Ann Manary,Republican,76
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Ingersoll Township Precinct 1,Charles A. McGinnis  Jr.,Republican,21
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Ingersoll Township Precinct 1,Bill G. Schuette,Republican,181
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Ingersoll Township Precinct 1,Write-In,Republican,1
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Ingersoll Township Precinct 2,Ann Manary,Republican,64
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Ingersoll Township Precinct 2,Charles A. McGinnis  Jr.,Republican,10
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Ingersoll Township Precinct 2,Bill G. Schuette,Republican,135
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Ingersoll Township Precinct 2,Write-In,Republican,1
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Jasper Township Precinct 1,Ann Manary,Republican,31
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Jasper Township Precinct 1,Charles A. McGinnis  Jr.,Republican,16
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Jasper Township Precinct 1,Bill G. Schuette,Republican,113
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Jasper Township Precinct 1,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Jerome Township Precinct 1,Ann Manary,Republican,110
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Jerome Township Precinct 1,Charles A. McGinnis  Jr.,Republican,21
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Jerome Township Precinct 1,Bill G. Schuette,Republican,291
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Jerome Township Precinct 1,Write-In,Republican,1
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Jerome Township Precinct 2,Ann Manary,Republican,105
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Jerome Township Precinct 2,Charles A. McGinnis  Jr.,Republican,20
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Jerome Township Precinct 2,Bill G. Schuette,Republican,285
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Jerome Township Precinct 2,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Larkin Township Precinct 1,Ann Manary,Republican,160
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Larkin Township Precinct 1,Charles A. McGinnis  Jr.,Republican,12
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Larkin Township Precinct 1,Bill G. Schuette,Republican,297
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Larkin Township Precinct 1,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Larkin Township Precinct 2,Ann Manary,Republican,133
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Larkin Township Precinct 2,Charles A. McGinnis  Jr.,Republican,10
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Larkin Township Precinct 2,Bill G. Schuette,Republican,258
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Larkin Township Precinct 2,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Larkin Township Precinct 3,Ann Manary,Republican,127
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Larkin Township Precinct 3,Charles A. McGinnis  Jr.,Republican,10
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Larkin Township Precinct 3,Bill G. Schuette,Republican,235
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Larkin Township Precinct 3,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Lee Township Precinct 1,Ann Manary,Republican,98
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Lee Township Precinct 1,Charles A. McGinnis  Jr.,Republican,25
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Lee Township Precinct 1,Bill G. Schuette,Republican,240
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Lee Township Precinct 1,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Lee Township Precinct 2,Ann Manary,Republican,101
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Lee Township Precinct 2,Charles A. McGinnis  Jr.,Republican,24
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Lee Township Precinct 2,Bill G. Schuette,Republican,226
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Lee Township Precinct 2,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Lincoln Township Precinct 1,Ann Manary,Republican,141
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Lincoln Township Precinct 1,Charles A. McGinnis  Jr.,Republican,24
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Lincoln Township Precinct 1,Bill G. Schuette,Republican,396
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Lincoln Township Precinct 1,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Midland Township Precinct 1,Ann Manary,Republican,133
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Midland Township Precinct 1,Charles A. McGinnis  Jr.,Republican,33
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Midland Township Precinct 1,Bill G. Schuette,Republican,247
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Midland Township Precinct 1,Write-In,Republican,3
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Mills Township Precinct 1,Ann Manary,Republican,71
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Mills Township Precinct 1,Charles A. McGinnis  Jr.,Republican,31
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Mills Township Precinct 1,Bill G. Schuette,Republican,250
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Mills Township Precinct 1,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Mt. Haley Township Precinct 1,Ann Manary,Republican,77
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Mt. Haley Township Precinct 1,Charles A. McGinnis  Jr.,Republican,23
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Mt. Haley Township Precinct 1,Bill G. Schuette,Republican,193
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Mt. Haley Township Precinct 1,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Porter Township Precinct 1,Ann Manary,Republican,41
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Porter Township Precinct 1,Charles A. McGinnis  Jr.,Republican,29
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Porter Township Precinct 1,Bill G. Schuette,Republican,123
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Porter Township Precinct 1,Write-In,Republican,0
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Warren Township Precinct 1,Ann Manary,Republican,80
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Warren Township Precinct 1,Charles A. McGinnis  Jr.,Republican,18
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Warren Township Precinct 1,Bill G. Schuette,Republican,296
Representative in State Legislature 95th District (REP),01000000-263e-b21a-eb3a-08dd2376bd3f,Warren Township Precinct 1,Write-In,Republican,2
Township Trustee for Jerome Township (REP),01000000-263e-b21a-c165-08dd2376be27,Jerome Township Precinct 1,Sarah Jo Rowley,Republican,307
Township Trustee for Jerome Township (REP),01000000-263e-b21a-c165-08dd2376be27,Jerome Township Precinct 1,Write-In,Republican,5
Township Trustee for Jerome Township (REP),01000000-263e-b21a-c165-08dd2376be27,Jerome Township Precinct 2,Sarah Jo Rowley,Republican,291
Township Trustee for Jerome Township (REP),01000000-263e-b21a-c165-08dd2376be27,Jerome Township Precinct 2,Write-In,Republican,3
Precinct Delegate for City of Midland  Precinct 9 (DEM),01000000-263e-b21a-f2f4-08dd2376bd9e,City of Midland Precinct 9,Write-In,Democrat,6
Precinct Delegate for City of Midland  Precinct 1 (DEM),01000000-263e-b21a-953e-08dd2376bd5f,City of Midland Precinct 1,Write-In,Democrat,16
Township Clerk for Hope Township (REP),01000000-263e-b21a-b7c6-08dd2376be05,Hope Township Precinct 1,Carol S. Coyle,Republican,242
Township Clerk for Hope Township (REP),01000000-263e-b21a-b7c6-08dd2376be05,Hope Township Precinct 1,Write-In,Republican,2
Hemlock Public Schools Operating Millage Renewal Proposal,01000000-263e-b21a-7895-08dd2376be13,Ingersoll Township Precinct 1,Yes,,0
Hemlock Public Schools Operating Millage Renewal Proposal,01000000-263e-b21a-7895-08dd2376be13,Ingersoll Township Precinct 1,No,,2
Hemlock Public Schools Operating Millage Renewal Proposal,01000000-263e-b21a-7895-08dd2376be13,Ingersoll Township Precinct 2,Yes,,67
Hemlock Public Schools Operating Millage Renewal Proposal,01000000-263e-b21a-7895-08dd2376be13,Ingersoll Township Precinct 2,No,,55
Precinct Delegate for Lincoln Township  Precinct 1 (DEM),01000000-263e-b21a-a57c-08dd2376be4c,Lincoln Township Precinct 1,Write-In,Democrat,19
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Coleman Precinct 1,Yes,,180
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Coleman Precinct 1,No,,54
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 1,Yes,,388
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 1,No,,120
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 2,Yes,,291
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 2,No,,93
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 3,Yes,,290
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 3,No,,72
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 4A,Yes,,135
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 4A,No,,52
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 5,Yes,,220
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 5,No,,55
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 6,Yes,,268
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 6,No,,53
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 7,Yes,,693
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 7,No,,136
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 8,Yes,,324
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 8,No,,111
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 9,Yes,,500
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 9,No,,97
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 10,Yes,,622
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 10,No,,104
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 11,Yes,,680
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 11,No,,120
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 12,Yes,,190
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 12,No,,38
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 13,Yes,,615
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 13,No,,117
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 14,Yes,,484
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 14,No,,128
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 15,Yes,,593
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 15,No,,136
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 16,Yes,,368
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 16,No,,70
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 17,Yes,,420
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 17,No,,110
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 18,Yes,,525
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 18,No,,111
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 19,Yes,,504
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,City of Midland Precinct 19,No,,114
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Edenville Township Precinct 1,Yes,,440
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Edenville Township Precinct 1,No,,174
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Geneva Township Precinct 1,Yes,,226
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Geneva Township Precinct 1,No,,74
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Greendale Township Precinct 1,Yes,,235
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Greendale Township Precinct 1,No,,91
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Homer Township Precinct 1,Yes,,287
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Homer Township Precinct 1,No,,59
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Homer Township Precinct 2,Yes,,246
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Homer Township Precinct 2,No,,80
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Homer Township Precinct 3,Yes,,326
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Homer Township Precinct 3,No,,82
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Hope Township Precinct 1,Yes,,248
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Hope Township Precinct 1,No,,104
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Ingersoll Township Precinct 1,Yes,,262
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Ingersoll Township Precinct 1,No,,83
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Ingersoll Township Precinct 2,Yes,,188
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Ingersoll Township Precinct 2,No,,95
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Jasper Township Precinct 1,Yes,,161
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Jasper Township Precinct 1,No,,44
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Jerome Township Precinct 1,Yes,,455
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Jerome Township Precinct 1,No,,107
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Jerome Township Precinct 2,Yes,,452
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Jerome Township Precinct 2,No,,87
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Larkin Township Precinct 1,Yes,,447
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Larkin Township Precinct 1,No,,129
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Larkin Township Precinct 2,Yes,,360
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Larkin Township Precinct 2,No,,109
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Larkin Township Precinct 3,Yes,,370
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Larkin Township Precinct 3,No,,92
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Lee Township Precinct 1,Yes,,351
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Lee Township Precinct 1,No,,115
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Lee Township Precinct 2,Yes,,344
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Lee Township Precinct 2,No,,87
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Lincoln Township Precinct 1,Yes,,564
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Lincoln Township Precinct 1,No,,141
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Midland Township Precinct 1,Yes,,402
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Midland Township Precinct 1,No,,112
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Mills Township Precinct 1,Yes,,296
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Mills Township Precinct 1,No,,130
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Mt. Haley Township Precinct 1,Yes,,308
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Mt. Haley Township Precinct 1,No,,93
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Porter Township Precinct 1,Yes,,184
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Porter Township Precinct 1,No,,62
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Warren Township Precinct 1,Yes,,337
Midland County Spongy Moth Millage Renewal and Increase Proposal,01000000-263e-b21a-b9d8-08dd2376bd50,Warren Township Precinct 1,No,,152
Precinct Delegate for Porter Township  Precinct 1 (DEM),01000000-263e-b21a-e987-08dd2376be68,Porter Township Precinct 1,Write-In,Democrat,11
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 1,Martin Blank,Republican,41
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 1,Annette Glenn,Republican,176
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 1,Tim Kelly,Republican,29
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 1,Christian Velasquez,Republican,83
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 1,Write-In,Republican,0
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 2,Martin Blank,Republican,24
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 2,Annette Glenn,Republican,142
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 2,Tim Kelly,Republican,29
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 2,Christian Velasquez,Republican,46
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 2,Write-In,Republican,1
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 3,Martin Blank,Republican,36
State Senator 35th District (REP),01000000-263e-b21a-36d4-08dd2376bd64,City of Midland Precinct 3,Annette Glenn,Republican,129
