Contest,Candidate,Party,Precinct,Votes
Lincoln Township Clerk (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",5
Lincoln Township Treasurer (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",5
Lincoln Township Trustee (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",8
Marion Township Supervisor (DEM),Write-in,DEM,"Marion Township, Precinct 1",3
Marion Township Clerk (DEM),Write-in,DEM,"Marion Township, Precinct 1",3
Marion Township Treasurer (DEM),Write-in,DEM,"Marion Township, Precinct 1",2
Marion Township Trustee (DEM),Write-in,DEM,"Marion Township, Precinct 1",2
Middle Branch Township Supervisor (DEM),Write-in,DEM,"Middle Branch Township, Precinct 1",3
Middle Branch Township Clerk (DEM),Write-in,DEM,"Middle Branch Township, Precinct 1",3
Middle Branch Township Treasurer (DEM),Write-in,DEM,"Middle Branch Township, Precinct 1",3
Middle Branch Township Trustee (DEM),Write-in,DEM,"Middle Branch Township, Precinct 1",3
Orient Township Supervisor (DEM),Write-in,DEM,"Orient Township, Precinct 1",3
Orient Township Clerk (DEM),Write-in,DEM,"Orient Township, Precinct 1",4
Orient Township Treasurer (DEM),Write-in,DEM,"Orient Township, Precinct 1",3
Orient Township Trustee (DEM),Write-in,DEM,"Orient Township, Precinct 1",5
Osceola Township Supervisor (DEM),Write-in,DEM,"Osceola Township, Precinct 1",1
Osceola Township Clerk (DEM),Write-in,DEM,"Osceola Township, Precinct 1",1
Osceola Township Treasurer (DEM),Write-in,DEM,"Osceola Township, Precinct 1",1
Osceola Township Trustee (DEM),Write-in,DEM,"Osceola Township, Precinct 1",2
Richmond Township Supervisor (DEM),Write-in,DEM,"Richmond Township, Precinct 1",5
Richmond Township Clerk (DEM),Write-in,DEM,"Richmond Township, Precinct 1",5
Richmond Township Treasurer (DEM),Write-in,DEM,"Richmond Township, Precinct 1",5
Richmond Township Trustee (DEM),Write-in,DEM,"Richmond Township, Precinct 1",5
Rose Lake Township Supervisor (DEM),Write-in,DEM,"Rose Lake Township, Precinct 1",8
Rose Lake Township Clerk (DEM),Write-in,DEM,"Rose Lake Township, Precinct 1",8
Rose Lake Township Treasurer (DEM),Write-in,DEM,"Rose Lake Township, Precinct 1",8
Rose Lake Township Trustee (DEM),Write-in,DEM,"Rose Lake Township, Precinct 1",13
Sherman Township Supervisor (DEM),Write-in,DEM,"Sherman Township, Precinct 1",2
Sherman Township Clerk (DEM),Write-in,DEM,"Sherman Township, Precinct 1",2
Sherman Township Treasurer (DEM),Write-in,DEM,"Sherman Township, Precinct 1",2
Sherman Township Trustee (DEM),H. John Iler,DEM,"Sherman Township, Precinct 1",27
Sherman Township Trustee (DEM),Write-in,DEM,"Sherman Township, Precinct 1",1
Sylvan Township Supervisor (DEM),Write-in,DEM,"Sylvan Township, Precinct 1",2
Sylvan Township Clerk (DEM),Write-in,DEM,"Sylvan Township, Precinct 1",2
Sylvan Township Treasurer (DEM),Write-in,DEM,"Sylvan Township, Precinct 1",2
Sylvan Township Trustee (DEM),Write-in,DEM,"Sylvan Township, Precinct 1",3
"City of Evart, Precinct 1 Delegate (DEM)",Write-in,DEM,"City of Evart, Precinct 1",4
"City of Reed City, Precinct 1 Delegate (DEM)",Write-in,DEM,"City of Reed City, Precinct 1",12
"Burdell Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Burdell Township, Precinct 1",3
"Cedar Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Cedar Township, Precinct 1",2
"Evart Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Evart Township, Precinct 1",12
"Hartwick Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Hartwick Township, Precinct 1",0
"Hersey Township, Precinct 1 Delegate (DEM)",Steven P. Petoskey,DEM,"Hersey Township, Precinct 1",72
"Hersey Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Hersey Township, Precinct 1",0
"Highland Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Highland Township, Precinct 1",1
"Leroy Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Leroy Township, Precinct 1",4
"Lincoln Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Lincoln Township, Precinct 1",5
"Marion Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Marion Township, Precinct 1",2
"Middle Branch Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Middle Branch Township, Precinct 1",3
"Orient Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Orient Township, Precinct 1",3
"Osceola Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Osceola Township, Precinct 1",1
"Richmond Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Richmond Township, Precinct 1",4
"Rose Lake Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Rose Lake Township, Precinct 1",7
"Sherman Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Sherman Township, Precinct 1",1
"Sylvan Township, Precinct 1 Delegate (DEM)",Jay B. Pozner,DEM,"Sylvan Township, Precinct 1",33
"Sylvan Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Sylvan Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Burdell Township, Precinct 1",32
United States Senator (REP),Sherry O'Donnell,REP,"Burdell Township, Precinct 1",34
United States Senator (REP),Sandy Pensler,REP,"Burdell Township, Precinct 1",25
United States Senator (REP),Mike Rogers,REP,"Burdell Township, Precinct 1",147
United States Senator (REP),Write-in,REP,"Burdell Township, Precinct 1",1
United States Senator (REP),Justin Amash,REP,"Cedar Township, Precinct 1",13
United States Senator (REP),Sherry O'Donnell,REP,"Cedar Township, Precinct 1",16
United States Senator (REP),Sandy Pensler,REP,"Cedar Township, Precinct 1",10
United States Senator (REP),Mike Rogers,REP,"Cedar Township, Precinct 1",66
United States Senator (REP),Write-in,REP,"Cedar Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Evart Township, Precinct 1",20
United States Senator (REP),Sherry O'Donnell,REP,"Evart Township, Precinct 1",13
United States Senator (REP),Sandy Pensler,REP,"Evart Township, Precinct 1",25
United States Senator (REP),Mike Rogers,REP,"Evart Township, Precinct 1",104
United States Senator (REP),Write-in,REP,"Evart Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Hartwick Township, Precinct 1",9
United States Senator (REP),Sherry O'Donnell,REP,"Hartwick Township, Precinct 1",3
United States Senator (REP),Sandy Pensler,REP,"Hartwick Township, Precinct 1",6
United States Senator (REP),Mike Rogers,REP,"Hartwick Township, Precinct 1",49
United States Senator (REP),Write-in,REP,"Hartwick Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Hersey Township, Precinct 1",35
United States Senator (REP),Sherry O'Donnell,REP,"Hersey Township, Precinct 1",20
United States Senator (REP),Sandy Pensler,REP,"Hersey Township, Precinct 1",16
United States Senator (REP),Mike Rogers,REP,"Hersey Township, Precinct 1",118
United States Senator (REP),Write-in,REP,"Hersey Township, Precinct 1",1
United States Senator (REP),Justin Amash,REP,"Highland Township, Precinct 1",21
United States Senator (REP),Sherry O'Donnell,REP,"Highland Township, Precinct 1",22
United States Senator (REP),Sandy Pensler,REP,"Highland Township, Precinct 1",7
United States Senator (REP),Mike Rogers,REP,"Highland Township, Precinct 1",88
United States Senator (REP),Write-in,REP,"Highland Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Leroy Township, Precinct 1",21
United States Senator (REP),Sherry O'Donnell,REP,"Leroy Township, Precinct 1",29
United States Senator (REP),Sandy Pensler,REP,"Leroy Township, Precinct 1",22
United States Senator (REP),Mike Rogers,REP,"Leroy Township, Precinct 1",108
United States Senator (REP),Write-in,REP,"Leroy Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Lincoln Township, Precinct 1",23
United States Senator (REP),Sherry O'Donnell,REP,"Lincoln Township, Precinct 1",23
United States Senator (REP),Sandy Pensler,REP,"Lincoln Township, Precinct 1",5
United States Senator (REP),Mike Rogers,REP,"Lincoln Township, Precinct 1",139
United States Senator (REP),Write-in,REP,"Lincoln Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Marion Township, Precinct 1",16
United States Senator (REP),Sherry O'Donnell,REP,"Marion Township, Precinct 1",27
United States Senator (REP),Sandy Pensler,REP,"Marion Township, Precinct 1",18
United States Senator (REP),Mike Rogers,REP,"Marion Township, Precinct 1",124
United States Senator (REP),Write-in,REP,"Marion Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Middle Branch Township, Precinct 1",23
United States Senator (REP),Sherry O'Donnell,REP,"Middle Branch Township, Precinct 1",21
United States Senator (REP),Sandy Pensler,REP,"Middle Branch Township, Precinct 1",20
United States Senator (REP),Mike Rogers,REP,"Middle Branch Township, Precinct 1",92
United States Senator (REP),Write-in,REP,"Middle Branch Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Orient Township, Precinct 1",9
United States Senator (REP),Sherry O'Donnell,REP,"Orient Township, Precinct 1",8
United States Senator (REP),Sandy Pensler,REP,"Orient Township, Precinct 1",11
United States Senator (REP),Mike Rogers,REP,"Orient Township, Precinct 1",79
United States Senator (REP),Write-in,REP,"Orient Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Osceola Township, Precinct 1",30
United States Senator (REP),Sherry O'Donnell,REP,"Osceola Township, Precinct 1",17
United States Senator (REP),Sandy Pensler,REP,"Osceola Township, Precinct 1",8
United States Senator (REP),Mike Rogers,REP,"Osceola Township, Precinct 1",97
United States Senator (REP),Write-in,REP,"Osceola Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Richmond Township, Precinct 1",45
United States Senator (REP),Sherry O'Donnell,REP,"Richmond Township, Precinct 1",29
United States Senator (REP),Sandy Pensler,REP,"Richmond Township, Precinct 1",34
United States Senator (REP),Mike Rogers,REP,"Richmond Township, Precinct 1",155
United States Senator (REP),Write-in,REP,"Richmond Township, Precinct 1",1
United States Senator (REP),Justin Amash,REP,"Rose Lake Township, Precinct 1",29
United States Senator (REP),Sherry O'Donnell,REP,"Rose Lake Township, Precinct 1",54
United States Senator (REP),Sandy Pensler,REP,"Rose Lake Township, Precinct 1",28
United States Senator (REP),Mike Rogers,REP,"Rose Lake Township, Precinct 1",187
United States Senator (REP),Write-in,REP,"Rose Lake Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Sherman Township, Precinct 1",10
United States Senator (REP),Sherry O'Donnell,REP,"Sherman Township, Precinct 1",10
United States Senator (REP),Sandy Pensler,REP,"Sherman Township, Precinct 1",23
United States Senator (REP),Mike Rogers,REP,"Sherman Township, Precinct 1",124
United States Senator (REP),Write-in,REP,"Sherman Township, Precinct 1",1
United States Senator (REP),Justin Amash,REP,"Sylvan Township, Precinct 1",12
United States Senator (REP),Sherry O'Donnell,REP,"Sylvan Township, Precinct 1",13
United States Senator (REP),Sandy Pensler,REP,"Sylvan Township, Precinct 1",11
United States Senator (REP),Mike Rogers,REP,"Sylvan Township, Precinct 1",80
United States Senator (REP),Write-in,REP,"Sylvan Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"City of Evart, Precinct 1",16
United States Senator (REP),Sherry O'Donnell,REP,"City of Evart, Precinct 1",17
United States Senator (REP),Sandy Pensler,REP,"City of Evart, Precinct 1",18
United States Senator (REP),Mike Rogers,REP,"City of Evart, Precinct 1",69
United States Senator (REP),Write-in,REP,"City of Evart, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"City of Reed City, Precinct 1",41
United States Senator (REP),Sherry O'Donnell,REP,"City of Reed City, Precinct 1",33
United States Senator (REP),Sandy Pensler,REP,"City of Reed City, Precinct 1",27
United States Senator (REP),Mike Rogers,REP,"City of Reed City, Precinct 1",121
United States Senator (REP),Write-in,REP,"City of Reed City, Precinct 1",3
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Burdell Township, Precinct 1",248
Representative in Congress 2nd District (REP),Write-in,REP,"Burdell Township, Precinct 1",0
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Cedar Township, Precinct 1",106
Representative in Congress 2nd District (REP),Write-in,REP,"Cedar Township, Precinct 1",1
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Evart Township, Precinct 1",169
Representative in Congress 2nd District (REP),Write-in,REP,"Evart Township, Precinct 1",0
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Hartwick Township, Precinct 1",65
Representative in Congress 2nd District (REP),Write-in,REP,"Hartwick Township, Precinct 1",0
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Hersey Township, Precinct 1",189
Representative in Congress 2nd District (REP),Write-in,REP,"Hersey Township, Precinct 1",2
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Highland Township, Precinct 1",137
Representative in Congress 2nd District (REP),Write-in,REP,"Highland Township, Precinct 1",0
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Leroy Township, Precinct 1",184
Representative in Congress 2nd District (REP),Write-in,REP,"Leroy Township, Precinct 1",0
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Lincoln Township, Precinct 1",201
Representative in Congress 2nd District (REP),Write-in,REP,"Lincoln Township, Precinct 1",0
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Marion Township, Precinct 1",187
Representative in Congress 2nd District (REP),Write-in,REP,"Marion Township, Precinct 1",1
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Middle Branch Township, Precinct 1",150
Representative in Congress 2nd District (REP),Write-in,REP,"Middle Branch Township, Precinct 1",3
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Orient Township, Precinct 1",109
Representative in Congress 2nd District (REP),Write-in,REP,"Orient Township, Precinct 1",0
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Osceola Township, Precinct 1",144
Representative in Congress 2nd District (REP),Write-in,REP,"Osceola Township, Precinct 1",0
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Richmond Township, Precinct 1",263
Representative in Congress 2nd District (REP),Write-in,REP,"Richmond Township, Precinct 1",0
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Rose Lake Township, Precinct 1",305
Representative in Congress 2nd District (REP),Write-in,REP,"Rose Lake Township, Precinct 1",0
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Sherman Township, Precinct 1",170
Representative in Congress 2nd District (REP),Write-in,REP,"Sherman Township, Precinct 1",0
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Sylvan Township, Precinct 1",116
Representative in Congress 2nd District (REP),Write-in,REP,"Sylvan Township, Precinct 1",0
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"City of Evart, Precinct 1",115
Representative in Congress 2nd District (REP),Write-in,REP,"City of Evart, Precinct 1",0
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"City of Reed City, Precinct 1",223
Representative in Congress 2nd District (REP),Write-in,REP,"City of Reed City, Precinct 1",2
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Burdell Township, Precinct 1",241
Representative in State Legislature 100th District (REP),Write-in,REP,"Burdell Township, Precinct 1",1
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Cedar Township, Precinct 1",102
Representative in State Legislature 100th District (REP),Write-in,REP,"Cedar Township, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Evart Township, Precinct 1",168
Representative in State Legislature 100th District (REP),Write-in,REP,"Evart Township, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Hartwick Township, Precinct 1",65
Representative in State Legislature 100th District (REP),Write-in,REP,"Hartwick Township, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Hersey Township, Precinct 1",183
Representative in State Legislature 100th District (REP),Write-in,REP,"Hersey Township, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Highland Township, Precinct 1",139
Representative in State Legislature 100th District (REP),Write-in,REP,"Highland Township, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Leroy Township, Precinct 1",178
Representative in State Legislature 100th District (REP),Write-in,REP,"Leroy Township, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Lincoln Township, Precinct 1",196
Representative in State Legislature 100th District (REP),Write-in,REP,"Lincoln Township, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Marion Township, Precinct 1",181
Representative in State Legislature 100th District (REP),Write-in,REP,"Marion Township, Precinct 1",1
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Middle Branch Township, Precinct 1",150
Representative in State Legislature 100th District (REP),Write-in,REP,"Middle Branch Township, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Orient Township, Precinct 1",105
Representative in State Legislature 100th District (REP),Write-in,REP,"Orient Township, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Osceola Township, Precinct 1",152
Representative in State Legislature 100th District (REP),Write-in,REP,"Osceola Township, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Richmond Township, Precinct 1",265
Representative in State Legislature 100th District (REP),Write-in,REP,"Richmond Township, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Rose Lake Township, Precinct 1",296
Representative in State Legislature 100th District (REP),Write-in,REP,"Rose Lake Township, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Sherman Township, Precinct 1",168
Representative in State Legislature 100th District (REP),Write-in,REP,"Sherman Township, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"Sylvan Township, Precinct 1",114
Representative in State Legislature 100th District (REP),Write-in,REP,"Sylvan Township, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"City of Evart, Precinct 1",111
Representative in State Legislature 100th District (REP),Write-in,REP,"City of Evart, Precinct 1",0
Representative in State Legislature 100th District (REP),Tom Kunse,REP,"City of Reed City, Precinct 1",217
Representative in State Legislature 100th District (REP),Write-in,REP,"City of Reed City, Precinct 1",2
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Burdell Township, Precinct 1",245
County Prosecuting Attorney (REP),Write-in,REP,"Burdell Township, Precinct 1",2
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Cedar Township, Precinct 1",101
County Prosecuting Attorney (REP),Write-in,REP,"Cedar Township, Precinct 1",0
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Evart Township, Precinct 1",162
County Prosecuting Attorney (REP),Write-in,REP,"Evart Township, Precinct 1",1
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Hartwick Township, Precinct 1",63
County Prosecuting Attorney (REP),Write-in,REP,"Hartwick Township, Precinct 1",0
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Hersey Township, Precinct 1",186
County Prosecuting Attorney (REP),Write-in,REP,"Hersey Township, Precinct 1",0
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Highland Township, Precinct 1",135
County Prosecuting Attorney (REP),Write-in,REP,"Highland Township, Precinct 1",0
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Leroy Township, Precinct 1",182
County Prosecuting Attorney (REP),Write-in,REP,"Leroy Township, Precinct 1",0
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Lincoln Township, Precinct 1",193
County Prosecuting Attorney (REP),Write-in,REP,"Lincoln Township, Precinct 1",2
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Marion Township, Precinct 1",182
County Prosecuting Attorney (REP),Write-in,REP,"Marion Township, Precinct 1",4
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Middle Branch Township, Precinct 1",145
County Prosecuting Attorney (REP),Write-in,REP,"Middle Branch Township, Precinct 1",0
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Orient Township, Precinct 1",97
County Prosecuting Attorney (REP),Write-in,REP,"Orient Township, Precinct 1",3
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Osceola Township, Precinct 1",145
County Prosecuting Attorney (REP),Write-in,REP,"Osceola Township, Precinct 1",1
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Richmond Township, Precinct 1",251
County Prosecuting Attorney (REP),Write-in,REP,"Richmond Township, Precinct 1",0
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Rose Lake Township, Precinct 1",287
County Prosecuting Attorney (REP),Write-in,REP,"Rose Lake Township, Precinct 1",2
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Sherman Township, Precinct 1",169
County Prosecuting Attorney (REP),Write-in,REP,"Sherman Township, Precinct 1",3
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"Sylvan Township, Precinct 1",109
County Prosecuting Attorney (REP),Write-in,REP,"Sylvan Township, Precinct 1",0
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"City of Evart, Precinct 1",108
County Prosecuting Attorney (REP),Write-in,REP,"City of Evart, Precinct 1",1
County Prosecuting Attorney (REP),Anthony Badovinac,REP,"City of Reed City, Precinct 1",219
County Prosecuting Attorney (REP),Write-in,REP,"City of Reed City, Precinct 1",1
County Sheriff (REP),Mark Cool,REP,"Burdell Township, Precinct 1",260
County Sheriff (REP),Write-in,REP,"Burdell Township, Precinct 1",0
County Sheriff (REP),Mark Cool,REP,"Cedar Township, Precinct 1",115
County Sheriff (REP),Write-in,REP,"Cedar Township, Precinct 1",0
County Sheriff (REP),Mark Cool,REP,"Evart Township, Precinct 1",172
County Sheriff (REP),Write-in,REP,"Evart Township, Precinct 1",0
County Sheriff (REP),Mark Cool,REP,"Hartwick Township, Precinct 1",70
County Sheriff (REP),Write-in,REP,"Hartwick Township, Precinct 1",0
County Sheriff (REP),Mark Cool,REP,"Hersey Township, Precinct 1",194
County Sheriff (REP),Write-in,REP,"Hersey Township, Precinct 1",0
County Sheriff (REP),Mark Cool,REP,"Highland Township, Precinct 1",140
County Sheriff (REP),Write-in,REP,"Highland Township, Precinct 1",0
County Sheriff (REP),Mark Cool,REP,"Leroy Township, Precinct 1",198
County Sheriff (REP),Write-in,REP,"Leroy Township, Precinct 1",2
County Sheriff (REP),Mark Cool,REP,"Lincoln Township, Precinct 1",210
County Sheriff (REP),Write-in,REP,"Lincoln Township, Precinct 1",1
County Sheriff (REP),Mark Cool,REP,"Marion Township, Precinct 1",183
County Sheriff (REP),Write-in,REP,"Marion Township, Precinct 1",2
County Sheriff (REP),Mark Cool,REP,"Middle Branch Township, Precinct 1",149
County Sheriff (REP),Write-in,REP,"Middle Branch Township, Precinct 1",1
County Sheriff (REP),Mark Cool,REP,"Orient Township, Precinct 1",102
County Sheriff (REP),Write-in,REP,"Orient Township, Precinct 1",2
County Sheriff (REP),Mark Cool,REP,"Osceola Township, Precinct 1",149
County Sheriff (REP),Write-in,REP,"Osceola Township, Precinct 1",0
County Sheriff (REP),Mark Cool,REP,"Richmond Township, Precinct 1",268
County Sheriff (REP),Write-in,REP,"Richmond Township, Precinct 1",1
County Sheriff (REP),Mark Cool,REP,"Rose Lake Township, Precinct 1",308
County Sheriff (REP),Write-in,REP,"Rose Lake Township, Precinct 1",3
County Sheriff (REP),Mark Cool,REP,"Sherman Township, Precinct 1",175
County Sheriff (REP),Write-in,REP,"Sherman Township, Precinct 1",2
County Sheriff (REP),Mark Cool,REP,"Sylvan Township, Precinct 1",115
County Sheriff (REP),Write-in,REP,"Sylvan Township, Precinct 1",0
County Sheriff (REP),Mark Cool,REP,"City of Evart, Precinct 1",113
County Sheriff (REP),Write-in,REP,"City of Evart, Precinct 1",0
County Sheriff (REP),Mark Cool,REP,"City of Reed City, Precinct 1",229
County Sheriff (REP),Write-in,REP,"City of Reed City, Precinct 1",0
County Clerk (REP),Tracey Cochran,REP,"Burdell Township, Precinct 1",118
County Clerk (REP),Jennifer Edstrom,REP,"Burdell Township, Precinct 1",134
County Clerk (REP),Write-in,REP,"Burdell Township, Precinct 1",1
County Clerk (REP),Tracey Cochran,REP,"Cedar Township, Precinct 1",67
County Clerk (REP),Jennifer Edstrom,REP,"Cedar Township, Precinct 1",46
County Clerk (REP),Write-in,REP,"Cedar Township, Precinct 1",0
County Clerk (REP),Tracey Cochran,REP,"Evart Township, Precinct 1",101
County Clerk (REP),Jennifer Edstrom,REP,"Evart Township, Precinct 1",71
County Clerk (REP),Write-in,REP,"Evart Township, Precinct 1",0
County Clerk (REP),Tracey Cochran,REP,"Hartwick Township, Precinct 1",35
County Clerk (REP),Jennifer Edstrom,REP,"Hartwick Township, Precinct 1",30
County Clerk (REP),Write-in,REP,"Hartwick Township, Precinct 1",0
County Clerk (REP),Tracey Cochran,REP,"Hersey Township, Precinct 1",124
County Clerk (REP),Jennifer Edstrom,REP,"Hersey Township, Precinct 1",67
County Clerk (REP),Write-in,REP,"Hersey Township, Precinct 1",0
County Clerk (REP),Tracey Cochran,REP,"Highland Township, Precinct 1",57
County Clerk (REP),Jennifer Edstrom,REP,"Highland Township, Precinct 1",78
County Clerk (REP),Write-in,REP,"Highland Township, Precinct 1",0
County Clerk (REP),Tracey Cochran,REP,"Leroy Township, Precinct 1",128
County Clerk (REP),Jennifer Edstrom,REP,"Leroy Township, Precinct 1",80
County Clerk (REP),Write-in,REP,"Leroy Township, Precinct 1",0
County Clerk (REP),Tracey Cochran,REP,"Lincoln Township, Precinct 1",93
County Clerk (REP),Jennifer Edstrom,REP,"Lincoln Township, Precinct 1",121
County Clerk (REP),Write-in,REP,"Lincoln Township, Precinct 1",2
County Clerk (REP),Tracey Cochran,REP,"Marion Township, Precinct 1",123
County Clerk (REP),Jennifer Edstrom,REP,"Marion Township, Precinct 1",64
County Clerk (REP),Write-in,REP,"Marion Township, Precinct 1",1
County Clerk (REP),Tracey Cochran,REP,"Middle Branch Township, Precinct 1",103
County Clerk (REP),Jennifer Edstrom,REP,"Middle Branch Township, Precinct 1",50
County Clerk (REP),Write-in,REP,"Middle Branch Township, Precinct 1",0
County Clerk (REP),Tracey Cochran,REP,"Orient Township, Precinct 1",66
County Clerk (REP),Jennifer Edstrom,REP,"Orient Township, Precinct 1",39
County Clerk (REP),Write-in,REP,"Orient Township, Precinct 1",0
County Clerk (REP),Tracey Cochran,REP,"Osceola Township, Precinct 1",77
County Clerk (REP),Jennifer Edstrom,REP,"Osceola Township, Precinct 1",82
County Clerk (REP),Write-in,REP,"Osceola Township, Precinct 1",0
County Clerk (REP),Tracey Cochran,REP,"Richmond Township, Precinct 1",164
County Clerk (REP),Jennifer Edstrom,REP,"Richmond Township, Precinct 1",113
County Clerk (REP),Write-in,REP,"Richmond Township, Precinct 1",0
County Clerk (REP),Tracey Cochran,REP,"Rose Lake Township, Precinct 1",162
County Clerk (REP),Jennifer Edstrom,REP,"Rose Lake Township, Precinct 1",163
County Clerk (REP),Write-in,REP,"Rose Lake Township, Precinct 1",0
County Clerk (REP),Tracey Cochran,REP,"Sherman Township, Precinct 1",96
County Clerk (REP),Jennifer Edstrom,REP,"Sherman Township, Precinct 1",77
County Clerk (REP),Write-in,REP,"Sherman Township, Precinct 1",1
County Clerk (REP),Tracey Cochran,REP,"Sylvan Township, Precinct 1",62
County Clerk (REP),Jennifer Edstrom,REP,"Sylvan Township, Precinct 1",56
County Clerk (REP),Write-in,REP,"Sylvan Township, Precinct 1",1
County Clerk (REP),Tracey Cochran,REP,"City of Evart, Precinct 1",72
County Clerk (REP),Jennifer Edstrom,REP,"City of Evart, Precinct 1",49
County Clerk (REP),Write-in,REP,"City of Evart, Precinct 1",0
County Clerk (REP),Tracey Cochran,REP,"City of Reed City, Precinct 1",119
County Clerk (REP),Jennifer Edstrom,REP,"City of Reed City, Precinct 1",113
County Clerk (REP),Write-in,REP,"City of Reed City, Precinct 1",0
County Treasurer (REP),Tonia M. Hartline,REP,"Burdell Township, Precinct 1",243
County Treasurer (REP),Write-in,REP,"Burdell Township, Precinct 1",2
