Contest,Candidate,Party,Precinct,Votes
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Ingersoll Township, Precinct 2",9
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Jasper Township, Precinct 1",1
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Jerome Township, Precinct 1",12
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Jerome Township, Precinct 2",15
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Larkin Township, Precinct 1",8
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Larkin Township, Precinct 2",10
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Larkin Township, Precinct 3",4
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Lee Township, Precinct 1",5
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Lee Township, Precinct 2",7
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",18
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Midland Township, Precinct 1",11
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Mills Township, Precinct 1",9
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Mt. Haley Township, Precinct 1",12
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Porter Township, Precinct 1",12
Midland County Prosecuting Attorney (DEM),Write-in,DEM,"Warren Township, Precinct 1",10
Bay County Prosecuting Attorney (DEM),Nancy E. Borushko,DEM,"City of Midland, Precinct 2B",7
Bay County Prosecuting Attorney (DEM),Write-in,DEM,"City of Midland, Precinct 2B",0
Midland County Sheriff (DEM),Write-in,DEM,"City of Coleman, Precinct 1",12
Midland County Sheriff (DEM),Write-in,DEM,"City of Midland, Precinct 1",14
Midland County Sheriff (DEM),Write-in,DEM,"City of Midland, Precinct 2A",8
Midland County Sheriff (DEM),Write-in,DEM,"City of Midland, Precinct 3",3
Midland County Sheriff (DEM),Write-in,DEM,"City of Midland, Precinct 4",11
Midland County Sheriff (DEM),Write-in,DEM,"City of Midland, Precinct 5",7
Midland County Sheriff (DEM),Write-in,DEM,"City of Midland, Precinct 6",8
Midland County Sheriff (DEM),Write-in,DEM,"City of Midland, Precinct 7",7
Midland County Sheriff (DEM),Write-in,DEM,"City of Midland, Precinct 8",2
Midland County Sheriff (DEM),Write-in,DEM,"City of Midland, Precinct 9",12
Midland County Sheriff (DEM),Write-in,DEM,"City of Midland, Precinct 10",10
Midland County Sheriff (DEM),Write-in,DEM,"Edenville Township, Precinct 1",14
Midland County Sheriff (DEM),Write-in,DEM,"Geneva Township, Precinct 1",15
Midland County Sheriff (DEM),Write-in,DEM,"Greendale Township, Precinct 1",9
Midland County Sheriff (DEM),Write-in,DEM,"Homer Township, Precinct 1",9
Midland County Sheriff (DEM),Write-in,DEM,"Homer Township, Precinct 2",4
Midland County Sheriff (DEM),Write-in,DEM,"Homer Township, Precinct 3",4
Midland County Sheriff (DEM),Write-in,DEM,"Hope Township, Precinct 1",9
Midland County Sheriff (DEM),Write-in,DEM,"Ingersoll Township, Precinct 1",6
Midland County Sheriff (DEM),Write-in,DEM,"Ingersoll Township, Precinct 2",10
Midland County Sheriff (DEM),Write-in,DEM,"Jasper Township, Precinct 1",1
Midland County Sheriff (DEM),Write-in,DEM,"Jerome Township, Precinct 1",12
Midland County Sheriff (DEM),Write-in,DEM,"Jerome Township, Precinct 2",12
Midland County Sheriff (DEM),Write-in,DEM,"Larkin Township, Precinct 1",7
Midland County Sheriff (DEM),Write-in,DEM,"Larkin Township, Precinct 2",9
Midland County Sheriff (DEM),Write-in,DEM,"Larkin Township, Precinct 3",4
Midland County Sheriff (DEM),Write-in,DEM,"Lee Township, Precinct 1",4
Midland County Sheriff (DEM),Write-in,DEM,"Lee Township, Precinct 2",6
Midland County Sheriff (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",17
Midland County Sheriff (DEM),Write-in,DEM,"Midland Township, Precinct 1",12
Midland County Sheriff (DEM),Write-in,DEM,"Mills Township, Precinct 1",8
Midland County Sheriff (DEM),Write-in,DEM,"Mt. Haley Township, Precinct 1",11
Midland County Sheriff (DEM),Write-in,DEM,"Porter Township, Precinct 1",11
Midland County Sheriff (DEM),Write-in,DEM,"Warren Township, Precinct 1",10
Bay County Sheriff (DEM),Troy R. Cunningham,DEM,"City of Midland, Precinct 2B",7
Bay County Sheriff (DEM),Write-in,DEM,"City of Midland, Precinct 2B",0
Midland County Clerk (DEM),Write-in,DEM,"City of Coleman, Precinct 1",11
Midland County Clerk (DEM),Write-in,DEM,"City of Midland, Precinct 1",14
Midland County Clerk (DEM),Write-in,DEM,"City of Midland, Precinct 2A",8
Midland County Clerk (DEM),Write-in,DEM,"City of Midland, Precinct 3",3
Midland County Clerk (DEM),Write-in,DEM,"City of Midland, Precinct 4",11
Midland County Clerk (DEM),Write-in,DEM,"City of Midland, Precinct 5",7
Midland County Clerk (DEM),Write-in,DEM,"City of Midland, Precinct 6",9
Midland County Clerk (DEM),Write-in,DEM,"City of Midland, Precinct 7",8
Midland County Clerk (DEM),Write-in,DEM,"City of Midland, Precinct 8",2
Midland County Clerk (DEM),Write-in,DEM,"City of Midland, Precinct 9",10
Midland County Clerk (DEM),Write-in,DEM,"City of Midland, Precinct 10",10
Midland County Clerk (DEM),Write-in,DEM,"Edenville Township, Precinct 1",14
Midland County Clerk (DEM),Write-in,DEM,"Geneva Township, Precinct 1",15
Midland County Clerk (DEM),Write-in,DEM,"Greendale Township, Precinct 1",6
Midland County Clerk (DEM),Write-in,DEM,"Homer Township, Precinct 1",9
Midland County Clerk (DEM),Write-in,DEM,"Homer Township, Precinct 2",4
Midland County Clerk (DEM),Write-in,DEM,"Homer Township, Precinct 3",4
Midland County Clerk (DEM),Write-in,DEM,"Hope Township, Precinct 1",9
Midland County Clerk (DEM),Write-in,DEM,"Ingersoll Township, Precinct 1",4
Midland County Clerk (DEM),Write-in,DEM,"Ingersoll Township, Precinct 2",10
Midland County Clerk (DEM),Write-in,DEM,"Jasper Township, Precinct 1",1
Midland County Clerk (DEM),Write-in,DEM,"Jerome Township, Precinct 1",13
Midland County Clerk (DEM),Write-in,DEM,"Jerome Township, Precinct 2",11
Midland County Clerk (DEM),Write-in,DEM,"Larkin Township, Precinct 1",6
Midland County Clerk (DEM),Write-in,DEM,"Larkin Township, Precinct 2",9
Midland County Clerk (DEM),Write-in,DEM,"Larkin Township, Precinct 3",4
Midland County Clerk (DEM),Write-in,DEM,"Lee Township, Precinct 1",4
Midland County Clerk (DEM),Write-in,DEM,"Lee Township, Precinct 2",6
Midland County Clerk (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",17
Midland County Clerk (DEM),Write-in,DEM,"Midland Township, Precinct 1",11
Midland County Clerk (DEM),Write-in,DEM,"Mills Township, Precinct 1",8
Midland County Clerk (DEM),Write-in,DEM,"Mt. Haley Township, Precinct 1",11
Midland County Clerk (DEM),Write-in,DEM,"Porter Township, Precinct 1",11
Midland County Clerk (DEM),Write-in,DEM,"Warren Township, Precinct 1",10
Bay County Clerk (DEM),Kathleen Zanotti,DEM,"City of Midland, Precinct 2B",7
Bay County Clerk (DEM),Write-in,DEM,"City of Midland, Precinct 2B",0
Midland County Treasurer (DEM),Write-in,DEM,"City of Coleman, Precinct 1",11
Midland County Treasurer (DEM),Write-in,DEM,"City of Midland, Precinct 1",14
Midland County Treasurer (DEM),Write-in,DEM,"City of Midland, Precinct 2A",7
Midland County Treasurer (DEM),Write-in,DEM,"City of Midland, Precinct 3",3
Midland County Treasurer (DEM),Write-in,DEM,"City of Midland, Precinct 4",11
Midland County Treasurer (DEM),Write-in,DEM,"City of Midland, Precinct 5",7
Midland County Treasurer (DEM),Write-in,DEM,"City of Midland, Precinct 6",8
Midland County Treasurer (DEM),Write-in,DEM,"City of Midland, Precinct 7",8
Midland County Treasurer (DEM),Write-in,DEM,"City of Midland, Precinct 8",2
Midland County Treasurer (DEM),Write-in,DEM,"City of Midland, Precinct 9",9
Midland County Treasurer (DEM),Write-in,DEM,"City of Midland, Precinct 10",10
Midland County Treasurer (DEM),Write-in,DEM,"Edenville Township, Precinct 1",15
Midland County Treasurer (DEM),Write-in,DEM,"Geneva Township, Precinct 1",16
Midland County Treasurer (DEM),Write-in,DEM,"Greendale Township, Precinct 1",8
Midland County Treasurer (DEM),Write-in,DEM,"Homer Township, Precinct 1",9
Midland County Treasurer (DEM),Write-in,DEM,"Homer Township, Precinct 2",4
Midland County Treasurer (DEM),Write-in,DEM,"Homer Township, Precinct 3",4
Midland County Treasurer (DEM),Write-in,DEM,"Hope Township, Precinct 1",9
Midland County Treasurer (DEM),Write-in,DEM,"Ingersoll Township, Precinct 1",4
Midland County Treasurer (DEM),Write-in,DEM,"Ingersoll Township, Precinct 2",10
Midland County Treasurer (DEM),Write-in,DEM,"Jasper Township, Precinct 1",1
Midland County Treasurer (DEM),Write-in,DEM,"Jerome Township, Precinct 1",13
Midland County Treasurer (DEM),Write-in,DEM,"Jerome Township, Precinct 2",12
Midland County Treasurer (DEM),Write-in,DEM,"Larkin Township, Precinct 1",6
Midland County Treasurer (DEM),Write-in,DEM,"Larkin Township, Precinct 2",9
Midland County Treasurer (DEM),Write-in,DEM,"Larkin Township, Precinct 3",4
Midland County Treasurer (DEM),Write-in,DEM,"Lee Township, Precinct 1",4
Midland County Treasurer (DEM),Write-in,DEM,"Lee Township, Precinct 2",6
Midland County Treasurer (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",17
Midland County Treasurer (DEM),Write-in,DEM,"Midland Township, Precinct 1",11
Midland County Treasurer (DEM),Write-in,DEM,"Mills Township, Precinct 1",8
Midland County Treasurer (DEM),Write-in,DEM,"Mt. Haley Township, Precinct 1",11
Midland County Treasurer (DEM),Write-in,DEM,"Porter Township, Precinct 1",11
Midland County Treasurer (DEM),Write-in,DEM,"Warren Township, Precinct 1",10
Bay County Treasurer (DEM),Weston Prince,DEM,"City of Midland, Precinct 2B",7
Bay County Treasurer (DEM),Write-in,DEM,"City of Midland, Precinct 2B",0
Midland County Register of Deeds (DEM),Write-in,DEM,"City of Coleman, Precinct 1",11
Midland County Register of Deeds (DEM),Write-in,DEM,"City of Midland, Precinct 1",15
Midland County Register of Deeds (DEM),Write-in,DEM,"City of Midland, Precinct 2A",7
Midland County Register of Deeds (DEM),Write-in,DEM,"City of Midland, Precinct 3",3
Midland County Register of Deeds (DEM),Write-in,DEM,"City of Midland, Precinct 4",11
Midland County Register of Deeds (DEM),Write-in,DEM,"City of Midland, Precinct 5",7
Midland County Register of Deeds (DEM),Write-in,DEM,"City of Midland, Precinct 6",9
Midland County Register of Deeds (DEM),Write-in,DEM,"City of Midland, Precinct 7",7
Midland County Register of Deeds (DEM),Write-in,DEM,"City of Midland, Precinct 8",1
Midland County Register of Deeds (DEM),Write-in,DEM,"City of Midland, Precinct 9",8
Midland County Register of Deeds (DEM),Write-in,DEM,"City of Midland, Precinct 10",10
Midland County Register of Deeds (DEM),Write-in,DEM,"Edenville Township, Precinct 1",15
Midland County Register of Deeds (DEM),Write-in,DEM,"Geneva Township, Precinct 1",14
Midland County Register of Deeds (DEM),Write-in,DEM,"Greendale Township, Precinct 1",6
Midland County Register of Deeds (DEM),Write-in,DEM,"Homer Township, Precinct 1",8
Midland County Register of Deeds (DEM),Write-in,DEM,"Homer Township, Precinct 2",4
Midland County Register of Deeds (DEM),Write-in,DEM,"Homer Township, Precinct 3",4
Midland County Register of Deeds (DEM),Write-in,DEM,"Hope Township, Precinct 1",8
Midland County Register of Deeds (DEM),Write-in,DEM,"Ingersoll Township, Precinct 1",4
Midland County Register of Deeds (DEM),Write-in,DEM,"Ingersoll Township, Precinct 2",10
Midland County Register of Deeds (DEM),Write-in,DEM,"Jasper Township, Precinct 1",1
Midland County Register of Deeds (DEM),Write-in,DEM,"Jerome Township, Precinct 1",12
Midland County Register of Deeds (DEM),Write-in,DEM,"Jerome Township, Precinct 2",11
Midland County Register of Deeds (DEM),Write-in,DEM,"Larkin Township, Precinct 1",6
Midland County Register of Deeds (DEM),Write-in,DEM,"Larkin Township, Precinct 2",8
Midland County Register of Deeds (DEM),Write-in,DEM,"Larkin Township, Precinct 3",4
Midland County Register of Deeds (DEM),Write-in,DEM,"Lee Township, Precinct 1",4
Midland County Register of Deeds (DEM),Write-in,DEM,"Lee Township, Precinct 2",4
Midland County Register of Deeds (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",15
Midland County Register of Deeds (DEM),Write-in,DEM,"Midland Township, Precinct 1",10
Midland County Register of Deeds (DEM),Write-in,DEM,"Mills Township, Precinct 1",8
Midland County Register of Deeds (DEM),Write-in,DEM,"Mt. Haley Township, Precinct 1",10
Midland County Register of Deeds (DEM),Write-in,DEM,"Porter Township, Precinct 1",10
Midland County Register of Deeds (DEM),Write-in,DEM,"Warren Township, Precinct 1",10
Bay County Register of Deeds (DEM),Brandon D. Krause,DEM,"City of Midland, Precinct 2B",7
Bay County Register of Deeds (DEM),Write-in,DEM,"City of Midland, Precinct 2B",0
Bay County Road Commissioner (DEM),Michael J. Maillette,DEM,"City of Midland, Precinct 2B",7
Bay County Road Commissioner (DEM),Write-in,DEM,"City of Midland, Precinct 2B",0
Midland County Drain Commissioner (DEM),Write-in,DEM,"City of Coleman, Precinct 1",10
Midland County Drain Commissioner (DEM),Write-in,DEM,"City of Midland, Precinct 1",15
Midland County Drain Commissioner (DEM),Write-in,DEM,"City of Midland, Precinct 2A",5
Midland County Drain Commissioner (DEM),Write-in,DEM,"City of Midland, Precinct 3",5
Midland County Drain Commissioner (DEM),Write-in,DEM,"City of Midland, Precinct 4",11
Midland County Drain Commissioner (DEM),Write-in,DEM,"City of Midland, Precinct 5",8
Midland County Drain Commissioner (DEM),Write-in,DEM,"City of Midland, Precinct 6",10
Midland County Drain Commissioner (DEM),Write-in,DEM,"City of Midland, Precinct 7",8
Midland County Drain Commissioner (DEM),Write-in,DEM,"City of Midland, Precinct 8",3
Midland County Drain Commissioner (DEM),Write-in,DEM,"City of Midland, Precinct 9",12
Midland County Drain Commissioner (DEM),Write-in,DEM,"City of Midland, Precinct 10",10
Midland County Drain Commissioner (DEM),Write-in,DEM,"Edenville Township, Precinct 1",11
Midland County Drain Commissioner (DEM),Write-in,DEM,"Geneva Township, Precinct 1",15
Midland County Drain Commissioner (DEM),Write-in,DEM,"Greendale Township, Precinct 1",6
Midland County Drain Commissioner (DEM),Write-in,DEM,"Homer Township, Precinct 1",10
Midland County Drain Commissioner (DEM),Write-in,DEM,"Homer Township, Precinct 2",5
Midland County Drain Commissioner (DEM),Write-in,DEM,"Homer Township, Precinct 3",5
Midland County Drain Commissioner (DEM),Write-in,DEM,"Hope Township, Precinct 1",6
Midland County Drain Commissioner (DEM),Write-in,DEM,"Ingersoll Township, Precinct 1",5
Midland County Drain Commissioner (DEM),Write-in,DEM,"Ingersoll Township, Precinct 2",10
Midland County Drain Commissioner (DEM),Write-in,DEM,"Jasper Township, Precinct 1",4
Midland County Drain Commissioner (DEM),Write-in,DEM,"Jerome Township, Precinct 1",12
Midland County Drain Commissioner (DEM),Write-in,DEM,"Jerome Township, Precinct 2",16
Midland County Drain Commissioner (DEM),Write-in,DEM,"Larkin Township, Precinct 1",7
