Contest,Candidate,Party,Precinct,Votes
Midland County Commissioner 5th District (DEM),C. J. Mikkelsen,DEM,"City of Midland, Precinct 6",407
Midland County Commissioner 5th District (DEM),Write-in,DEM,"City of Midland, Precinct 6",0
Midland County Commissioner 6th District (DEM),Nikita Murry,DEM,"City of Midland, Precinct 7",335
Midland County Commissioner 6th District (DEM),Write-in,DEM,"City of Midland, Precinct 7",0
Midland County Commissioner 6th District (DEM),Nikita Murry,DEM,"City of Midland, Precinct 8",396
Midland County Commissioner 6th District (DEM),Write-in,DEM,"City of Midland, Precinct 8",0
Midland County Commissioner 6th District (DEM),Nikita Murry,DEM,"City of Midland, Precinct 10",446
Midland County Commissioner 6th District (DEM),Write-in,DEM,"City of Midland, Precinct 10",0
Midland County Commissioner 7th District (DEM),Alaynah Smith,DEM,"City of Midland, Precinct 1",213
Midland County Commissioner 7th District (DEM),Write-in,DEM,"City of Midland, Precinct 1",0
Midland County Commissioner 7th District (DEM),Alaynah Smith,DEM,"City of Midland, Precinct 3",63
Midland County Commissioner 7th District (DEM),Write-in,DEM,"City of Midland, Precinct 3",0
Midland County Commissioner 7th District (DEM),Alaynah Smith,DEM,"City of Midland, Precinct 4",447
Midland County Commissioner 7th District (DEM),Write-in,DEM,"City of Midland, Precinct 4",0
Midland County Commissioner 7th District (DEM),Alaynah Smith,DEM,"City of Midland, Precinct 9",426
Midland County Commissioner 7th District (DEM),Write-in,DEM,"City of Midland, Precinct 9",0
Bay County Commissioner 1st District (DEM),Write-in,DEM,"City of Midland, Precinct 2B",0
Edenville Township Supervisor (DEM),Write-in,DEM,"Edenville Township, Precinct 1",13
Edenville Township Clerk (DEM),Write-in,DEM,"Edenville Township, Precinct 1",12
Edenville Township Treasurer (DEM),Write-in,DEM,"Edenville Township, Precinct 1",13
Edenville Township Trustee (DEM),Write-in,DEM,"Edenville Township, Precinct 1",16
Geneva Township Supervisor (DEM),Write-in,DEM,"Geneva Township, Precinct 1",17
Geneva Township Clerk (DEM),Write-in,DEM,"Geneva Township, Precinct 1",14
Geneva Township Treasurer (DEM),Write-in,DEM,"Geneva Township, Precinct 1",14
Geneva Township Trustee (DEM),Write-in,DEM,"Geneva Township, Precinct 1",17
Greendale Township Supervisor (DEM),Write-in,DEM,"Greendale Township, Precinct 1",5
Greendale Township Clerk (DEM),Write-in,DEM,"Greendale Township, Precinct 1",5
Greendale Township Treasurer (DEM),Write-in,DEM,"Greendale Township, Precinct 1",5
Greendale Township Trustee (DEM),Write-in,DEM,"Greendale Township, Precinct 1",4
Homer Township Supervisor (DEM),Russ Varner,DEM,"Homer Township, Precinct 1",94
Homer Township Supervisor (DEM),Write-in,DEM,"Homer Township, Precinct 1",0
Homer Township Supervisor (DEM),Russ Varner,DEM,"Homer Township, Precinct 2",68
Homer Township Supervisor (DEM),Write-in,DEM,"Homer Township, Precinct 2",1
Homer Township Supervisor (DEM),Russ Varner,DEM,"Homer Township, Precinct 3",113
Homer Township Supervisor (DEM),Write-in,DEM,"Homer Township, Precinct 3",0
Homer Township Clerk (DEM),Write-in,DEM,"Homer Township, Precinct 1",6
Homer Township Clerk (DEM),Write-in,DEM,"Homer Township, Precinct 2",4
Homer Township Clerk (DEM),Write-in,DEM,"Homer Township, Precinct 3",6
Homer Township Treasurer (DEM),Write-in,DEM,"Homer Township, Precinct 1",6
Homer Township Treasurer (DEM),Write-in,DEM,"Homer Township, Precinct 2",5
Homer Township Treasurer (DEM),Write-in,DEM,"Homer Township, Precinct 3",6
Homer Township Trustee (DEM),Write-in,DEM,"Homer Township, Precinct 1",18
Homer Township Trustee (DEM),Write-in,DEM,"Homer Township, Precinct 2",4
Homer Township Trustee (DEM),Write-in,DEM,"Homer Township, Precinct 3",5
Hope Township Supervisor (DEM),Write-in,DEM,"Hope Township, Precinct 1",6
Hope Township Clerk (DEM),Write-in,DEM,"Hope Township, Precinct 1",6
Hope Township Treasurer (DEM),Write-in,DEM,"Hope Township, Precinct 1",6
Hope Township Trustee (DEM),Write-in,DEM,"Hope Township, Precinct 1",8
Hope Township Park Commissioner (DEM),Write-in,DEM,"Hope Township, Precinct 1",9
Ingersoll Township Supervisor (DEM),Write-in,DEM,"Ingersoll Township, Precinct 1",5
Ingersoll Township Supervisor (DEM),Write-in,DEM,"Ingersoll Township, Precinct 2",8
Ingersoll Township Clerk (DEM),Mary Ellen Keel,DEM,"Ingersoll Township, Precinct 1",86
Ingersoll Township Clerk (DEM),Write-in,DEM,"Ingersoll Township, Precinct 1",0
Ingersoll Township Clerk (DEM),Mary Ellen Keel,DEM,"Ingersoll Township, Precinct 2",78
Ingersoll Township Clerk (DEM),Write-in,DEM,"Ingersoll Township, Precinct 2",0
Ingersoll Township Treasurer (DEM),Write-in,DEM,"Ingersoll Township, Precinct 1",5
Ingersoll Township Treasurer (DEM),Write-in,DEM,"Ingersoll Township, Precinct 2",8
Ingersoll Township Trustee (DEM),Write-in,DEM,"Ingersoll Township, Precinct 1",6
Ingersoll Township Trustee (DEM),Write-in,DEM,"Ingersoll Township, Precinct 2",11
Jasper Township Supervisor (DEM),Write-in,DEM,"Jasper Township, Precinct 1",3
Jasper Township Clerk (DEM),Write-in,DEM,"Jasper Township, Precinct 1",3
Jasper Township Treasurer (DEM),Write-in,DEM,"Jasper Township, Precinct 1",3
Jasper Township Trustee (DEM),Write-in,DEM,"Jasper Township, Precinct 1",3
Jerome Township Supervisor (DEM),Write-in,DEM,"Jerome Township, Precinct 1",11
Jerome Township Supervisor (DEM),Write-in,DEM,"Jerome Township, Precinct 2",10
Jerome Township Clerk (DEM),Connie Methner,DEM,"Jerome Township, Precinct 1",147
Jerome Township Clerk (DEM),Write-in,DEM,"Jerome Township, Precinct 1",1
Jerome Township Clerk (DEM),Connie Methner,DEM,"Jerome Township, Precinct 2",114
Jerome Township Clerk (DEM),Write-in,DEM,"Jerome Township, Precinct 2",2
Jerome Township Treasurer (DEM),Danielle Tracy,DEM,"Jerome Township, Precinct 1",144
Jerome Township Treasurer (DEM),Write-in,DEM,"Jerome Township, Precinct 1",1
Jerome Township Treasurer (DEM),Danielle Tracy,DEM,"Jerome Township, Precinct 2",110
Jerome Township Treasurer (DEM),Write-in,DEM,"Jerome Township, Precinct 2",1
Jerome Township Trustee (DEM),Mark Green,DEM,"Jerome Township, Precinct 1",152
Jerome Township Trustee (DEM),Write-in,DEM,"Jerome Township, Precinct 1",0
Jerome Township Trustee (DEM),Mark Green,DEM,"Jerome Township, Precinct 2",121
Jerome Township Trustee (DEM),Write-in,DEM,"Jerome Township, Precinct 2",0
Jerome Township Constable (DEM),Write-in,DEM,"Jerome Township, Precinct 1",16
Jerome Township Constable (DEM),Write-in,DEM,"Jerome Township, Precinct 2",10
Larkin Township Supervisor (DEM),Write-in,DEM,"Larkin Township, Precinct 1",6
Larkin Township Supervisor (DEM),Write-in,DEM,"Larkin Township, Precinct 2",5
Larkin Township Supervisor (DEM),Write-in,DEM,"Larkin Township, Precinct 3",5
Larkin Township Clerk (DEM),Write-in,DEM,"Larkin Township, Precinct 1",5
Larkin Township Clerk (DEM),Write-in,DEM,"Larkin Township, Precinct 2",5
Larkin Township Clerk (DEM),Write-in,DEM,"Larkin Township, Precinct 3",5
Larkin Township Treasurer (DEM),Write-in,DEM,"Larkin Township, Precinct 1",6
Larkin Township Treasurer (DEM),Write-in,DEM,"Larkin Township, Precinct 2",5
Larkin Township Treasurer (DEM),Write-in,DEM,"Larkin Township, Precinct 3",5
Larkin Township Trustee (DEM),Write-in,DEM,"Larkin Township, Precinct 1",10
Larkin Township Trustee (DEM),Write-in,DEM,"Larkin Township, Precinct 2",9
Larkin Township Trustee (DEM),Write-in,DEM,"Larkin Township, Precinct 3",13
Lee Township Supervisor (DEM),Write-in,DEM,"Lee Township, Precinct 1",5
Lee Township Supervisor (DEM),Write-in,DEM,"Lee Township, Precinct 2",5
Lee Township Clerk (DEM),Write-in,DEM,"Lee Township, Precinct 1",5
Lee Township Clerk (DEM),Write-in,DEM,"Lee Township, Precinct 2",5
Lee Township Treasurer (DEM),Write-in,DEM,"Lee Township, Precinct 1",5
Lee Township Treasurer (DEM),Write-in,DEM,"Lee Township, Precinct 2",5
Lee Township Trustee (DEM),Write-in,DEM,"Lee Township, Precinct 1",6
Lee Township Trustee (DEM),Write-in,DEM,"Lee Township, Precinct 2",5
Lincoln Township Supervisor (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",17
Lincoln Township Clerk (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",15
Lincoln Township Treasurer (DEM),Kimberly Oswald,DEM,"Lincoln Township, Precinct 1",133
Lincoln Township Treasurer (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",0
Lincoln Township Trustee (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",17
Lincoln Township Constable (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",16
Midland Township Supervisor (DEM),Write-in,DEM,"Midland Township, Precinct 1",10
Midland Township Clerk (DEM),Write-in,DEM,"Midland Township, Precinct 1",10
Midland Township Treasurer (DEM),Write-in,DEM,"Midland Township, Precinct 1",10
Midland Township Trustee (DEM),Write-in,DEM,"Midland Township, Precinct 1",11
Mills Township Supervisor (DEM),Write-in,DEM,"Mills Township, Precinct 1",7
Mills Township Clerk (DEM),Write-in,DEM,"Mills Township, Precinct 1",7
Mills Township Treasurer (DEM),Write-in,DEM,"Mills Township, Precinct 1",7
Mills Township Trustee (DEM),Write-in,DEM,"Mills Township, Precinct 1",6
Mt. Haley Township Supervisor (DEM),Write-in,DEM,"Mt. Haley Township, Precinct 1",11
Mt. Haley Township Clerk (DEM),Write-in,DEM,"Mt. Haley Township, Precinct 1",11
Mt. Haley Township Treasurer (DEM),Write-in,DEM,"Mt. Haley Township, Precinct 1",11
Mt. Haley Township Trustee (DEM),Write-in,DEM,"Mt. Haley Township, Precinct 1",11
Porter Township Supervisor (DEM),Write-in,DEM,"Porter Township, Precinct 1",11
Porter Township Clerk (DEM),Write-in,DEM,"Porter Township, Precinct 1",11
Porter Township Treasurer (DEM),Write-in,DEM,"Porter Township, Precinct 1",11
Porter Township Trustee (DEM),Write-in,DEM,"Porter Township, Precinct 1",14
Warren Township Supervisor (DEM),Write-in,DEM,"Warren Township, Precinct 1",11
Warren Township Clerk (DEM),Write-in,DEM,"Warren Township, Precinct 1",11
Warren Township Treasurer (DEM),Write-in,DEM,"Warren Township, Precinct 1",11
Warren Township Trustee (DEM),Write-in,DEM,"Warren Township, Precinct 1",14
"City of Coleman, Precinct 1 Delegate (DEM)",Write-in,DEM,"City of Coleman, Precinct 1",9
"City of Midland, Precinct 1 Delegate (DEM)",Danielle Fergin,DEM,"City of Midland, Precinct 1",295
"City of Midland, Precinct 1 Delegate (DEM)",Write-in,DEM,"City of Midland, Precinct 1",0
"City of Midland, Precinct 2A Delegate (DEM)",Pam Hall,DEM,"City of Midland, Precinct 2A",185
"City of Midland, Precinct 2A Delegate (DEM)",Write-in,DEM,"City of Midland, Precinct 2A",0
"City of Midland, Precinct 2B Delegate (DEM)",Write-in,DEM,"City of Midland, Precinct 2B",0
"City of Midland, Precinct 3 Delegate (DEM)",Michael Heitman,DEM,"City of Midland, Precinct 3",231
"City of Midland, Precinct 3 Delegate (DEM)",Linda D. Mikkelsen,DEM,"City of Midland, Precinct 3",259
"City of Midland, Precinct 3 Delegate (DEM)",Jan Taylor Sutherland,DEM,"City of Midland, Precinct 3",251
"City of Midland, Precinct 3 Delegate (DEM)",Write-in,DEM,"City of Midland, Precinct 3",1
"City of Midland, Precinct 4 Delegate (DEM)",Julie A. Ortiz,DEM,"City of Midland, Precinct 4",429
"City of Midland, Precinct 4 Delegate (DEM)",Cindy Weir,DEM,"City of Midland, Precinct 4",367
"City of Midland, Precinct 4 Delegate (DEM)",Joe Weir,DEM,"City of Midland, Precinct 4",356
"City of Midland, Precinct 4 Delegate (DEM)",Write-in,DEM,"City of Midland, Precinct 4",0
"City of Midland, Precinct 5 Delegate (DEM)",Jennifer Austin,DEM,"City of Midland, Precinct 5",311
"City of Midland, Precinct 5 Delegate (DEM)",Write-in,DEM,"City of Midland, Precinct 5",0
"City of Midland, Precinct 6 Delegate (DEM)",Laura R. Ault,DEM,"City of Midland, Precinct 6",255
"City of Midland, Precinct 6 Delegate (DEM)",Christine Klykken,DEM,"City of Midland, Precinct 6",229
"City of Midland, Precinct 6 Delegate (DEM)",Claudia D. Warren,DEM,"City of Midland, Precinct 6",227
"City of Midland, Precinct 6 Delegate (DEM)",Allison M. Wilcox,DEM,"City of Midland, Precinct 6",323
"City of Midland, Precinct 6 Delegate (DEM)",Write-in,DEM,"City of Midland, Precinct 6",1
"City of Midland, Precinct 7 Delegate (DEM)",Bill Kent,DEM,"City of Midland, Precinct 7",315
"City of Midland, Precinct 7 Delegate (DEM)",Ronald C. Parmele,DEM,"City of Midland, Precinct 7",308
"City of Midland, Precinct 7 Delegate (DEM)",Sarah Schulz,DEM,"City of Midland, Precinct 7",446
"City of Midland, Precinct 7 Delegate (DEM)",Write-in,DEM,"City of Midland, Precinct 7",0
"City of Midland, Precinct 8 Delegate (DEM)",Sara B. Clavez,DEM,"City of Midland, Precinct 8",347
"City of Midland, Precinct 8 Delegate (DEM)",Matthew Dawson,DEM,"City of Midland, Precinct 8",293
"City of Midland, Precinct 8 Delegate (DEM)",Write-in,DEM,"City of Midland, Precinct 8",0
"City of Midland, Precinct 9 Delegate (DEM)",Linda M. Barth,DEM,"City of Midland, Precinct 9",435
"City of Midland, Precinct 9 Delegate (DEM)",Write-in,DEM,"City of Midland, Precinct 9",5
"City of Midland, Precinct 10 Delegate (DEM)",Kathleen Curell,DEM,"City of Midland, Precinct 10",413
"City of Midland, Precinct 10 Delegate (DEM)",Greg Mayville,DEM,"City of Midland, Precinct 10",329
"City of Midland, Precinct 10 Delegate (DEM)",Write-in,DEM,"City of Midland, Precinct 10",4
"Edenville Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Edenville Township, Precinct 1",16
"Geneva Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Geneva Township, Precinct 1",12
"Greendale Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Greendale Township, Precinct 1",3
"Homer Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Homer Township, Precinct 1",10
"Homer Township, Precinct 2 Delegate (DEM)",Write-in,DEM,"Homer Township, Precinct 2",4
"Homer Township, Precinct 3 Delegate (DEM)",AnnMarie Horseman,DEM,"Homer Township, Precinct 3",101
"Homer Township, Precinct 3 Delegate (DEM)",Write-in,DEM,"Homer Township, Precinct 3",0
"Hope Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Hope Township, Precinct 1",3
"Ingersoll Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Ingersoll Township, Precinct 1",7
"Ingersoll Township, Precinct 2 Delegate (DEM)",Cathy Mitzel,DEM,"Ingersoll Township, Precinct 2",73
"Ingersoll Township, Precinct 2 Delegate (DEM)",Write-in,DEM,"Ingersoll Township, Precinct 2",0
"Jasper Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Jasper Township, Precinct 1",4
"Jerome Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Jerome Township, Precinct 1",16
"Jerome Township, Precinct 2 Delegate (DEM)",Write-in,DEM,"Jerome Township, Precinct 2",11
"Larkin Township, Precinct 1 Delegate (DEM)",Jill Haver-Crissman,DEM,"Larkin Township, Precinct 1",123
"Larkin Township, Precinct 1 Delegate (DEM)",Kristen Allard Shier,DEM,"Larkin Township, Precinct 1",111
"Larkin Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Larkin Township, Precinct 1",2
"Larkin Township, Precinct 2 Delegate (DEM)",Write-in,DEM,"Larkin Township, Precinct 2",3
"Larkin Township, Precinct 3 Delegate (DEM)",Write-in,DEM,"Larkin Township, Precinct 3",7
"Lee Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Lee Township, Precinct 1",5
"Lee Township, Precinct 2 Delegate (DEM)",Write-in,DEM,"Lee Township, Precinct 2",7
"Lincoln Township, Precinct 1 Delegate (DEM)",Janice Dunn,DEM,"Lincoln Township, Precinct 1",145
"Lincoln Township, Precinct 1 Delegate (DEM)",Douglas J. Hill,DEM,"Lincoln Township, Precinct 1",122
"Lincoln Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Lincoln Township, Precinct 1",1
"Midland Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Midland Township, Precinct 1",11
"Mills Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Mills Township, Precinct 1",7
"Mt. Haley Township, Precinct 1 Delegate (DEM)",Connie H. Glave,DEM,"Mt. Haley Township, Precinct 1",76
"Mt. Haley Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Mt. Haley Township, Precinct 1",0
"Porter Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Porter Township, Precinct 1",10
"Warren Township, Precinct 1 Delegate (DEM)",Write-in,DEM,"Warren Township, Precinct 1",12
United States Senator (REP),Justin Amash,REP,"City of Coleman, Precinct 1",9
United States Senator (REP),Sherry O'Donnell,REP,"City of Coleman, Precinct 1",6
United States Senator (REP),Sandy Pensler,REP,"City of Coleman, Precinct 1",3
United States Senator (REP),Mike Rogers,REP,"City of Coleman, Precinct 1",87
United States Senator (REP),Write-in,REP,"City of Coleman, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"City of Midland, Precinct 1",38
United States Senator (REP),Sherry O'Donnell,REP,"City of Midland, Precinct 1",39
United States Senator (REP),Sandy Pensler,REP,"City of Midland, Precinct 1",23
United States Senator (REP),Mike Rogers,REP,"City of Midland, Precinct 1",191
United States Senator (REP),Write-in,REP,"City of Midland, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"City of Midland, Precinct 2A",22
United States Senator (REP),Sherry O'Donnell,REP,"City of Midland, Precinct 2A",15
United States Senator (REP),Sandy Pensler,REP,"City of Midland, Precinct 2A",28
United States Senator (REP),Mike Rogers,REP,"City of Midland, Precinct 2A",182
United States Senator (REP),Write-in,REP,"City of Midland, Precinct 2A",0
United States Senator (REP),Justin Amash,REP,"City of Midland, Precinct 2B",1
United States Senator (REP),Sherry O'Donnell,REP,"City of Midland, Precinct 2B",3
United States Senator (REP),Sandy Pensler,REP,"City of Midland, Precinct 2B",0
United States Senator (REP),Mike Rogers,REP,"City of Midland, Precinct 2B",5
United States Senator (REP),Write-in,REP,"City of Midland, Precinct 2B",0
United States Senator (REP),Justin Amash,REP,"City of Midland, Precinct 3",29
United States Senator (REP),Sherry O'Donnell,REP,"City of Midland, Precinct 3",26
United States Senator (REP),Sandy Pensler,REP,"City of Midland, Precinct 3",18
United States Senator (REP),Mike Rogers,REP,"City of Midland, Precinct 3",205
United States Senator (REP),Write-in,REP,"City of Midland, Precinct 3",1
United States Senator (REP),Justin Amash,REP,"City of Midland, Precinct 4",47
United States Senator (REP),Sherry O'Donnell,REP,"City of Midland, Precinct 4",29
United States Senator (REP),Sandy Pensler,REP,"City of Midland, Precinct 4",29
United States Senator (REP),Mike Rogers,REP,"City of Midland, Precinct 4",247
United States Senator (REP),Write-in,REP,"City of Midland, Precinct 4",0
United States Senator (REP),Justin Amash,REP,"City of Midland, Precinct 5",37
United States Senator (REP),Sherry O'Donnell,REP,"City of Midland, Precinct 5",28
United States Senator (REP),Sandy Pensler,REP,"City of Midland, Precinct 5",45
United States Senator (REP),Mike Rogers,REP,"City of Midland, Precinct 5",286
United States Senator (REP),Write-in,REP,"City of Midland, Precinct 5",0
United States Senator (REP),Justin Amash,REP,"City of Midland, Precinct 6",44
United States Senator (REP),Sherry O'Donnell,REP,"City of Midland, Precinct 6",36
United States Senator (REP),Sandy Pensler,REP,"City of Midland, Precinct 6",30
United States Senator (REP),Mike Rogers,REP,"City of Midland, Precinct 6",327
United States Senator (REP),Write-in,REP,"City of Midland, Precinct 6",0
United States Senator (REP),Justin Amash,REP,"City of Midland, Precinct 7",39
United States Senator (REP),Sherry O'Donnell,REP,"City of Midland, Precinct 7",31
United States Senator (REP),Sandy Pensler,REP,"City of Midland, Precinct 7",39
United States Senator (REP),Mike Rogers,REP,"City of Midland, Precinct 7",322
United States Senator (REP),Write-in,REP,"City of Midland, Precinct 7",0
United States Senator (REP),Justin Amash,REP,"City of Midland, Precinct 8",52
United States Senator (REP),Sherry O'Donnell,REP,"City of Midland, Precinct 8",48
United States Senator (REP),Sandy Pensler,REP,"City of Midland, Precinct 8",33
United States Senator (REP),Mike Rogers,REP,"City of Midland, Precinct 8",303
United States Senator (REP),Write-in,REP,"City of Midland, Precinct 8",1
United States Senator (REP),Justin Amash,REP,"City of Midland, Precinct 9",29
United States Senator (REP),Sherry O'Donnell,REP,"City of Midland, Precinct 9",31
United States Senator (REP),Sandy Pensler,REP,"City of Midland, Precinct 9",31
United States Senator (REP),Mike Rogers,REP,"City of Midland, Precinct 9",236
United States Senator (REP),Write-in,REP,"City of Midland, Precinct 9",2
United States Senator (REP),Justin Amash,REP,"City of Midland, Precinct 10",25
United States Senator (REP),Sherry O'Donnell,REP,"City of Midland, Precinct 10",38
United States Senator (REP),Sandy Pensler,REP,"City of Midland, Precinct 10",34
United States Senator (REP),Mike Rogers,REP,"City of Midland, Precinct 10",357
United States Senator (REP),Write-in,REP,"City of Midland, Precinct 10",0
United States Senator (REP),Justin Amash,REP,"Edenville Township, Precinct 1",47
United States Senator (REP),Sherry O'Donnell,REP,"Edenville Township, Precinct 1",63
United States Senator (REP),Sandy Pensler,REP,"Edenville Township, Precinct 1",33
United States Senator (REP),Mike Rogers,REP,"Edenville Township, Precinct 1",426
United States Senator (REP),Write-in,REP,"Edenville Township, Precinct 1",3
United States Senator (REP),Justin Amash,REP,"Geneva Township, Precinct 1",12
United States Senator (REP),Sherry O'Donnell,REP,"Geneva Township, Precinct 1",16
United States Senator (REP),Sandy Pensler,REP,"Geneva Township, Precinct 1",6
United States Senator (REP),Mike Rogers,REP,"Geneva Township, Precinct 1",137
United States Senator (REP),Write-in,REP,"Geneva Township, Precinct 1",1
United States Senator (REP),Justin Amash,REP,"Greendale Township, Precinct 1",12
United States Senator (REP),Sherry O'Donnell,REP,"Greendale Township, Precinct 1",25
United States Senator (REP),Sandy Pensler,REP,"Greendale Township, Precinct 1",24
United States Senator (REP),Mike Rogers,REP,"Greendale Township, Precinct 1",167
United States Senator (REP),Write-in,REP,"Greendale Township, Precinct 1",1
United States Senator (REP),Justin Amash,REP,"Homer Township, Precinct 1",11
United States Senator (REP),Sherry O'Donnell,REP,"Homer Township, Precinct 1",7
United States Senator (REP),Sandy Pensler,REP,"Homer Township, Precinct 1",10
United States Senator (REP),Mike Rogers,REP,"Homer Township, Precinct 1",109
United States Senator (REP),Write-in,REP,"Homer Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Homer Township, Precinct 2",10
United States Senator (REP),Sherry O'Donnell,REP,"Homer Township, Precinct 2",15
United States Senator (REP),Sandy Pensler,REP,"Homer Township, Precinct 2",11
United States Senator (REP),Mike Rogers,REP,"Homer Township, Precinct 2",107
United States Senator (REP),Write-in,REP,"Homer Township, Precinct 2",0
United States Senator (REP),Justin Amash,REP,"Homer Township, Precinct 3",11
United States Senator (REP),Sherry O'Donnell,REP,"Homer Township, Precinct 3",25
United States Senator (REP),Sandy Pensler,REP,"Homer Township, Precinct 3",10
United States Senator (REP),Mike Rogers,REP,"Homer Township, Precinct 3",138
United States Senator (REP),Write-in,REP,"Homer Township, Precinct 3",1
United States Senator (REP),Justin Amash,REP,"Hope Township, Precinct 1",17
United States Senator (REP),Sherry O'Donnell,REP,"Hope Township, Precinct 1",10
United States Senator (REP),Sandy Pensler,REP,"Hope Township, Precinct 1",21
United States Senator (REP),Mike Rogers,REP,"Hope Township, Precinct 1",217
United States Senator (REP),Write-in,REP,"Hope Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Ingersoll Township, Precinct 1",17
United States Senator (REP),Sherry O'Donnell,REP,"Ingersoll Township, Precinct 1",16
United States Senator (REP),Sandy Pensler,REP,"Ingersoll Township, Precinct 1",4
United States Senator (REP),Mike Rogers,REP,"Ingersoll Township, Precinct 1",139
United States Senator (REP),Write-in,REP,"Ingersoll Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Ingersoll Township, Precinct 2",7
United States Senator (REP),Sherry O'Donnell,REP,"Ingersoll Township, Precinct 2",23
United States Senator (REP),Sandy Pensler,REP,"Ingersoll Township, Precinct 2",4
United States Senator (REP),Mike Rogers,REP,"Ingersoll Township, Precinct 2",101
United States Senator (REP),Write-in,REP,"Ingersoll Township, Precinct 2",1
United States Senator (REP),Justin Amash,REP,"Jasper Township, Precinct 1",16
United States Senator (REP),Sherry O'Donnell,REP,"Jasper Township, Precinct 1",34
United States Senator (REP),Sandy Pensler,REP,"Jasper Township, Precinct 1",7
United States Senator (REP),Mike Rogers,REP,"Jasper Township, Precinct 1",155
United States Senator (REP),Write-in,REP,"Jasper Township, Precinct 1",1
United States Senator (REP),Justin Amash,REP,"Jerome Township, Precinct 1",20
United States Senator (REP),Sherry O'Donnell,REP,"Jerome Township, Precinct 1",29
United States Senator (REP),Sandy Pensler,REP,"Jerome Township, Precinct 1",37
United States Senator (REP),Mike Rogers,REP,"Jerome Township, Precinct 1",255
United States Senator (REP),Write-in,REP,"Jerome Township, Precinct 1",1
United States Senator (REP),Justin Amash,REP,"Jerome Township, Precinct 2",31
United States Senator (REP),Sherry O'Donnell,REP,"Jerome Township, Precinct 2",18
United States Senator (REP),Sandy Pensler,REP,"Jerome Township, Precinct 2",22
United States Senator (REP),Mike Rogers,REP,"Jerome Township, Precinct 2",277
United States Senator (REP),Write-in,REP,"Jerome Township, Precinct 2",3
United States Senator (REP),Justin Amash,REP,"Larkin Township, Precinct 1",36
United States Senator (REP),Sherry O'Donnell,REP,"Larkin Township, Precinct 1",16
United States Senator (REP),Sandy Pensler,REP,"Larkin Township, Precinct 1",22
United States Senator (REP),Mike Rogers,REP,"Larkin Township, Precinct 1",218
United States Senator (REP),Write-in,REP,"Larkin Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Larkin Township, Precinct 2",34
United States Senator (REP),Sherry O'Donnell,REP,"Larkin Township, Precinct 2",24
United States Senator (REP),Sandy Pensler,REP,"Larkin Township, Precinct 2",23
United States Senator (REP),Mike Rogers,REP,"Larkin Township, Precinct 2",169
United States Senator (REP),Write-in,REP,"Larkin Township, Precinct 2",0
United States Senator (REP),Justin Amash,REP,"Larkin Township, Precinct 3",15
United States Senator (REP),Sherry O'Donnell,REP,"Larkin Township, Precinct 3",9
United States Senator (REP),Sandy Pensler,REP,"Larkin Township, Precinct 3",18
United States Senator (REP),Mike Rogers,REP,"Larkin Township, Precinct 3",160
United States Senator (REP),Write-in,REP,"Larkin Township, Precinct 3",0
United States Senator (REP),Justin Amash,REP,"Lee Township, Precinct 1",16
United States Senator (REP),Sherry O'Donnell,REP,"Lee Township, Precinct 1",15
United States Senator (REP),Sandy Pensler,REP,"Lee Township, Precinct 1",12
United States Senator (REP),Mike Rogers,REP,"Lee Township, Precinct 1",160
United States Senator (REP),Write-in,REP,"Lee Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Lee Township, Precinct 2",22
United States Senator (REP),Sherry O'Donnell,REP,"Lee Township, Precinct 2",20
United States Senator (REP),Sandy Pensler,REP,"Lee Township, Precinct 2",15
United States Senator (REP),Mike Rogers,REP,"Lee Township, Precinct 2",155
United States Senator (REP),Write-in,REP,"Lee Township, Precinct 2",1
United States Senator (REP),Justin Amash,REP,"Lincoln Township, Precinct 1",18
United States Senator (REP),Sherry O'Donnell,REP,"Lincoln Township, Precinct 1",47
